method,policy,final_epoch,cumulative_energy_kwh,cumulative_operating_s,cumulative_planning_runtime_s,latency_adjusted_energy_kwh,latency_adjusted_time_s,min_battery_kwh,returned_to_depot,initial_planning_runtime_s,initial_compute_wait_aux_energy_kwh,total_reassigned_bins,total_next_choice_changes,replan_attempts,accepted_replans,disrupted_edges_traversed,traversed_edges,replanning_runtime_s,post_departure_latency_adjusted_time_s,post_departure_latency_adjusted_energy_kwh,disrupted_edge_share,adaptive_vs_static_live_gain_pct,adaptive_vs_static_frozen_gain_pct,adaptive_energy_gain_pct
aco,adaptive,46,148.82397424205928,3280.591568620428,664.6744857996237,148.82397424205928,3280.591568620428,150.25154887889428,True,31.84011709992774,0.0,15,10,8,3,139,1730,632.8343686996959,3280.591568620428,148.82397424205928,0.08034682080924856,3.0656990071282957,8.119013799082788,3.0656990071282957
aco,static_frozen,47,161.97472447305276,3140.7929425670973,31.84011709992774,161.97472447305276,3140.7929425670973,133.55024078985497,True,31.84011709992774,0.0,0,0,0,0,158,1517,0.0,3140.7929425670973,161.97472447305276,0.1041529334212261,0.0,0.0,0.0
aco,static_live,50,153.53076539232836,3338.61947905317,31.84011709992774,153.53076539232836,3338.61947905317,136.2687064516721,True,31.84011709992774,0.0,0,0,0,0,135,1573,0.0,3338.61947905317,153.53076539232836,0.08582326764144946,0.0,0.0,0.0
ga,adaptive,41,171.08584598794533,2863.466238295384,2853.597657299717,171.08584598794533,2863.466238295384,151.39686354398825,True,25.747750799986534,0.0,10,6,7,2,145,1994,2827.8499064997304,2863.466238295384,171.08584598794533,0.07271815446339017,-5.478257169086354,-3.1725801224754187,-5.478257169086354
ga,static_frozen,43,165.82491761362425,3104.988154663078,25.747750799986534,165.82491761362425,3104.988154663078,152.03453818604132,True,25.747750799986534,0.0,0,0,0,0,168,1897,0.0,3104.988154663078,165.82491761362425,0.08856088560885608,0.0,0.0,0.0
ga,static_live,43,162.20010699805846,3104.988154663078,25.747750799986534,162.20010699805846,3104.988154663078,152.03453818604132,True,25.747750799986534,0.0,0,0,0,0,149,1912,0.0,3104.988154663078,162.20010699805846,0.07792887029288703,0.0,0.0,0.0
nn,adaptive,42,182.4147699067975,3092.0998074882637,62.87595469993539,182.4147699067975,3092.0998074882637,151.34093005847575,True,10.21008449990768,0.0,35,7,8,3,202,2162,52.66587020002771,3092.0998074882637,182.4147699067975,0.09343200740055504,5.8414198346656825,13.328557689635328,5.8414198346656825
nn,static_frozen,42,210.46698317720654,3051.525269352488,10.21008449990768,210.46698317720654,3051.525269352488,138.63177435840674,True,10.21008449990768,0.0,0,0,0,0,286,2178,0.0,3051.525269352488,210.46698317720654,0.13131313131313133,0.0,0.0,0.0
nn,static_live,49,193.73143646228834,3517.6170749384714,10.21008449990768,193.73143646228834,3517.6170749384714,140.11790797528337,True,10.21008449990768,0.0,0,0,0,0,180,2231,0.0,3517.6170749384714,193.73143646228834,0.08068130883012102,0.0,0.0,0.0
proposed,adaptive,58,147.876276910834,3566.0620005591754,1737.8714890001575,147.876276910834,3566.0620005591754,134.29410910110957,True,1139.5955789000727,0.0,3,5,11,1,54,1581,598.2759101000847,3566.0620005591754,147.876276910834,0.03415559772296015,0.554511498486521,7.7284985034987175,0.554511498486521
proposed,static_frozen,49,160.26213350006137,3072.8405227147564,1139.5955789000727,160.26213350006137,3072.8405227147564,129.22778865695398,True,1139.5955789000727,0.0,0,0,0,0,174,1517,0.0,3072.8405227147564,160.26213350006137,0.11470006591957811,0.0,0.0,0.0
proposed,static_live,58,148.70084016791114,3584.650065538301,1139.5955789000727,148.70084016791114,3584.650065538301,133.73545567525804,True,1139.5955789000727,0.0,0,0,0,0,55,1583,0.0,3584.650065538301,148.70084016791114,0.03474415666456096,0.0,0.0,0.0
pso,adaptive,48,164.42741542522393,3422.6576817075083,1859.1410967997508,164.42741542522393,3422.6576817075083,151.35145333155225,True,21.334564200020395,0.0,62,14,9,4,216,1856,1837.8065325997304,3422.6576817075083,164.42741542522393,0.11637931034482758,10.592345529854148,19.636660283989713,10.592345529854148
pso,static_frozen,46,204.60500522536904,3094.790832790581,21.334564200020395,204.60500522536904,3094.790832790581,133.02993965709888,True,21.334564200020395,0.0,0,0,0,0,271,1871,0.0,3094.790832790581,204.60500522536904,0.1448423303046499,0.0,0.0,0.0
pso,static_live,51,183.90753722336822,3435.538207922898,21.334564200020395,183.90753722336822,3435.538207922898,141.1394920274656,True,21.334564200020395,0.0,0,0,0,0,159,1932,0.0,3435.538207922898,183.90753722336822,0.08229813664596274,0.0,0.0,0.0
