method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,165.19460864328886,161.64504348407905,141.601829003194,4085.587332859684,24.33701600017957,1.0
ga,1,176.29444654958758,160.41172816115693,149.10342792801936,2980.113262350376,16.95868489984423,1.0
nn,1,197.09300414197813,158.100777317558,143.49143050302013,3474.0990891535707,0.2260831000749021,1.0
proposed,1,161.5543386248085,162.04951793057683,151.47503800222955,3164.8274654405727,2992.6009805998765,1.0
pso,1,186.68381767591416,159.25735359156508,144.4537975440412,3471.9924413699164,13.018021499970928,1.0
