method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,80.2874713135617,171.0791698540487,160.0816707832448,3247.315756663216,24.378158700070344,1.0
ga,1,81.56089605676577,170.9376782159149,161.10993560211924,3041.581982420823,21.43606500001624,1.0
nn,1,105.6727393309251,168.25858451878608,156.21535946738734,3068.476187764144,0.2564450999489054,1.0
proposed,1,78.16244773171778,171.31528358536468,162.94383481886064,2852.926856508293,3301.5606372000184,1.0
pso,1,100.27876447140396,168.85791505873289,157.65816798988047,3003.866433799876,12.310033199959436,1.0
