DEPOT_ID,SUMO_EDGE_ID,EDGE_POSITION_M,LON,LAT,SUMO_X,SUMO_Y,METHOD
D0,-37401109#0,70.29930917049444,127.0250081427383,37.60439367874781,7664.035,6208.549999999999,BIN_CENTROID_SNAPPED_TO_TRUCK_EDGE
