method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,112.56243187005778,171.34135139461094,162.36669829588627,2696.788963897785,25.169349000090733,1.0
ga,1,122.13218664747843,170.6052164117324,160.5355827652447,3115.9801683491487,20.4051515001338,1.0
nn,1,137.1075358838224,169.4532664704752,156.79361035237577,3243.9336062442267,0.3370904999319464,1.0
proposed,1,107.42769650117414,171.73633103837122,153.31263615600653,2903.757748495256,3458.575679999776,1.0
pso,1,131.17390940335903,169.90969927666467,156.6569033074683,3209.6160668745383,15.639532400062308,1.0
