method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,114.04832919273672,160.9919451345439,154.97945273043732,3416.665959374729,67.55437309993431,1.0
ga,1,118.95888814794009,160.17351864200998,148.077562901291,3427.4837633336,31.90502239996568,1.0
nn,1,126.70282727239056,158.88286212126823,143.64750326988795,3649.776774722783,0.4273991000372916,1.0
proposed,1,97.50349778483094,163.7494170358615,158.6683289938158,2882.9428550113344,8321.911920199986,1.0
pso,1,126.13707813299573,158.9771536445007,143.71250133198689,3646.3486762490734,21.24117789999582,1.0
