epoch,elapsed_s,elapsed_min,traffic_state,traffic_change,center_bins,peak_tt_multiplier,speed_multiplier,recovery_progress,disruption_region_edges,disruption_region_length_km,disruption_region_speed_kmh,affected_edges,affected_length_km,network_speed_kmh_at_start_hour,speed_change_from_previous_pct
0,0.0,0.0,normal,initial,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
1,60.0,1.0,normal,normal,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
2,120.0,2.0,normal,normal,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
3,180.0,3.0,normal,normal,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
4,240.0,4.0,normal,normal,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
5,300.0,5.0,normal,normal,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
6,360.0,6.0,normal,normal,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
7,420.0,7.0,normal,normal,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
8,480.0,8.0,normal,normal,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
9,540.0,9.0,normal,normal,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
10,600.0,10.0,degrading,degrading,4 5 32 67,1.0,1.0,0.0,3297,115.79608999999999,27.341753800449037,0,0.0,34.78485670281197,0.0
11,660.0,11.0,degrading,degrading,4 5 32 67,1.06951871657754,0.935,0.0,3297,115.79608999999999,25.564539803419855,3297,115.79608999999999,34.560176101620044,-0.6459149828084931
