method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,114.24355087716764,171.8397463659166,153.98731549722785,2989.3784924101747,24.931022699922323,1.0
ga,1,123.015099536368,171.21320717597374,158.13219847565324,3380.597762191396,23.775423599872735,1.0
nn,1,139.24174985566833,170.0541607245951,156.79361035237577,3243.9336062442267,0.3664914001710713,1.0
proposed,1,109.21912913044214,172.19863363353986,156.7977245222237,2957.9157624406835,1151.5691416999323,1.0
pso,1,133.42771352815242,170.4694490337034,157.46459352797893,3351.85179877765,14.91132860002108,1.0
