run_id,method,n_bins,vehicles,start_hour,seed,energy_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,battery_remaining_total_kwh,oracle_prep_s,runtime_s,makespan_s,served_bins,served_demand_kg,active_vehicles,exact_coverage,capacity_feasible,battery_feasible,return_feasible,feasible,exact_global_factor_graph,rounds,converged,total_demand_kg,target_total_demand_kg,source_csv
aco_n84_k12_h19_s7,aco,84,12,19,7,114.08643748972796,170.49279687585602,151.50943565712052,2045.913562510272,14.24992879992351,24.667975099990144,3466.529642176538,84,11700.0,12,True,True,True,True,True,,,,11700.0,11700.0,h19/k12/hourly.csv
ga_n84_k12_h19_s7,ga,84,12,19,7,115.1260798259638,170.406160014503,158.13404432607402,2044.873920174036,14.24992879992351,21.02315520006232,2971.2064601867414,84,11700.0,12,True,True,True,True,True,,,,11700.0,11700.0,h19/k12/hourly.csv
nn_n84_k12_h19_s7,nn,84,12,19,7,135.52024470198225,168.7066462748348,156.79361035237577,2024.4797552980176,14.24992879992351,0.3474391000345349,3243.9336062442267,84,11700.0,12,True,True,True,True,True,,,,11700.0,11700.0,h19/k12/hourly.csv
proposed_n84_k12_h19_s7,proposed,84,12,19,7,106.4814209548332,171.1265482537639,151.0689304632052,2053.518579045167,14.24992879992351,2147.67159020016,3092.360590018653,84,11700.0,12,True,True,True,True,True,False,60.0,True,11700.0,11700.0,h19/k12/hourly.csv
pso_n84_k12_h19_s7,pso,84,12,19,7,132.32771527047015,168.97269039412748,156.99927902276107,2027.6722847295296,14.24992879992351,13.37595049990341,3319.0631001482025,84,11700.0,12,True,True,True,True,True,,,,11700.0,11700.0,h19/k12/hourly.csv
aco_n84_k13_h19_s7,aco,84,13,19,7,112.56243187005778,171.34135139461094,162.36669829588627,2227.437568129942,14.545028500026092,25.169349000090733,2696.788963897785,84,11700.0,13,True,True,True,True,True,,,,11700.0,11700.0,h19/k13/hourly.csv
ga_n84_k13_h19_s7,ga,84,13,19,7,122.13218664747843,170.6052164117324,160.5355827652447,2217.8678133525214,14.545028500026092,20.4051515001338,3115.9801683491487,84,11700.0,13,True,True,True,True,True,,,,11700.0,11700.0,h19/k13/hourly.csv
nn_n84_k13_h19_s7,nn,84,13,19,7,137.1075358838224,169.4532664704752,156.79361035237577,2202.892464116177,14.545028500026092,0.3370904999319464,3243.9336062442267,84,11700.0,13,True,True,True,True,True,,,,11700.0,11700.0,h19/k13/hourly.csv
proposed_n84_k13_h19_s7,proposed,84,13,19,7,107.42769650117414,171.73633103837122,153.31263615600653,2232.572303498826,14.545028500026092,3458.575679999776,2903.757748495256,84,11700.0,13,True,True,True,True,True,False,64.0,False,11700.0,11700.0,h19/k13/hourly.csv
pso_n84_k13_h19_s7,pso,84,13,19,7,131.17390940335903,169.90969927666467,156.6569033074683,2208.826090596641,14.545028500026092,15.639532400062308,3209.6160668745383,84,11700.0,13,True,True,True,True,True,,,,11700.0,11700.0,h19/k13/hourly.csv
aco_n84_k14_h19_s7,aco,84,14,19,7,114.24355087716764,171.8397463659166,153.98731549722785,2405.756449122832,14.174143900163472,24.931022699922323,2989.3784924101747,84,11700.0,14,True,True,True,True,True,,,,11700.0,11700.0,h19/k14/hourly.csv
ga_n84_k14_h19_s7,ga,84,14,19,7,123.015099536368,171.21320717597374,158.13219847565324,2396.984900463632,14.174143900163472,23.77542359987273,3380.597762191396,84,11700.0,14,True,True,True,True,True,,,,11700.0,11700.0,h19/k14/hourly.csv
nn_n84_k14_h19_s7,nn,84,14,19,7,139.24174985566833,170.0541607245951,156.79361035237577,2380.758250144332,14.174143900163472,0.3664914001710713,3243.9336062442267,84,11700.0,14,True,True,True,True,True,,,,11700.0,11700.0,h19/k14/hourly.csv
proposed_n84_k14_h19_s7,proposed,84,14,19,7,109.21912913044214,172.19863363353986,156.7977245222237,2410.780870869558,14.174143900163472,1151.5691416999323,2957.9157624406835,84,11700.0,14,True,True,True,True,True,False,64.0,False,11700.0,11700.0,h19/k14/hourly.csv
pso_n84_k14_h19_s7,pso,84,14,19,7,133.42771352815242,170.4694490337034,157.46459352797893,2386.572286471848,14.174143900163472,14.91132860002108,3351.85179877765,84,11700.0,14,True,True,True,True,True,,,,11700.0,11700.0,h19/k14/hourly.csv
