epoch,elapsed_s,elapsed_min,traffic_state,traffic_change,center_bins,peak_tt_multiplier,speed_multiplier,recovery_progress,disruption_region_edges,disruption_region_length_km,disruption_region_speed_kmh,affected_edges,affected_length_km,network_speed_kmh_at_start_hour,speed_change_from_previous_pct
0,0.0,0.0,normal,initial,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
1,60.0,1.0,normal,normal,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
2,120.0,2.0,normal,normal,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
3,180.0,3.0,normal,normal,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
4,240.0,4.0,normal,normal,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
5,300.0,5.0,normal,normal,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
6,360.0,6.0,normal,normal,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
7,420.0,7.0,normal,normal,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
8,480.0,8.0,normal,normal,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
9,540.0,9.0,normal,normal,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
10,600.0,10.0,degrading,degrading,3 22 23 65,1.0,1.0,0.0,3016,109.09036,34.610409195174284,0,0.0,34.78485670281197,0.0
11,660.0,11.0,degrading,degrading,3 22 23 65,1.06951871657754,0.935,0.0,3016,109.09036,32.36073259748796,3016,109.09036,34.616227642784246,-0.48477721632843584
12,720.0,12.0,degrading,degrading,3 22 23 65,1.1494252873563218,0.87,0.0,3016,109.09036,30.11105599980163,3016,109.09036,34.42946093125795,-0.539535137836511
13,780.0,13.0,degrading,degrading,3 22 23 65,1.2422360248447206,0.8049999999999999,0.0,3016,109.09036,27.861379402115297,3016,109.09036,34.21504719348918,-0.6227624016445499
14,840.0,14.0,degrading,degrading,3 22 23 65,1.3513513513513513,0.74,0.0,3016,109.09036,25.61170280442897,3016,109.09036,33.96635687075199,-0.7268448917542747
