method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,163.15024117979388,159.60621985252575,146.70381698246436,3801.608304945612,24.40089250006713,1.0
ga,1,171.03955123906564,158.6200560951168,150.20617694813976,3156.7995448718107,17.5558244001586,1.0
nn,1,204.73080495332945,154.40864938083382,137.887561929831,4179.17919818415,0.2063642998691648,1.0
proposed,1,153.37495083092102,160.8281311461349,149.10219290136374,3310.5341165495665,2451.1185838000383,1.0
pso,1,188.70675822768996,156.41165522153875,136.23886386359732,4009.584421692573,12.327081199968234,1.0
