traffic_seed,method,policy,final_epoch,cumulative_energy_kwh,cumulative_operating_s,cumulative_planning_runtime_s,latency_adjusted_energy_kwh,latency_adjusted_time_s,min_battery_kwh,returned_to_depot,initial_planning_runtime_s,initial_compute_wait_aux_energy_kwh,total_reassigned_bins,total_next_choice_changes,replan_attempts,accepted_replans,disrupted_edges_traversed,traversed_edges,replanning_runtime_s,post_departure_latency_adjusted_time_s,post_departure_latency_adjusted_energy_kwh,disrupted_edge_share,adaptive_vs_static_live_gain_pct,adaptive_vs_static_frozen_gain_pct,adaptive_energy_gain_pct
2032,nn,static_frozen,42,227.3061017037985,3064.059508250027,10.21008449990768,227.3061017037985,3064.059508250027,136.5601050492327,True,10.21008449990768,0.0,0,0,0,0,314,2178,0.0,3064.059508250027,227.3061017037985,0.1441689623507805,0.0,0.0,0.0
2032,nn,static_live,44,207.37457925108697,3161.90343869435,10.21008449990768,207.37457925108697,3161.90343869435,145.88509678993827,True,10.21008449990768,0.0,0,0,0,0,176,2244,0.0,3161.90343869435,207.37457925108697,0.0784313725490196,0.0,0.0,0.0
2032,proposed,adaptive,53,157.17731782819584,3352.041482752965,1706.0351079995744,157.17731782819584,3352.041482752965,137.86681545035051,True,1139.5955789000727,0.0,6,3,10,1,112,1582,566.4395290995017,3352.041482752965,157.17731782819584,0.0707964601769911,-0.6202908455631442,7.0823074496403065,-0.6202908455631442
2032,proposed,static_frozen,49,169.15757754424283,3043.9371842819164,1139.5955789000727,169.15757754424283,3043.9371842819164,129.88127501708723,True,1139.5955789000727,0.0,0,0,0,0,168,1517,0.0,3043.9371842819164,169.15757754424283,0.1107448912326961,0.0,0.0,0.0
2032,proposed,static_live,53,156.20837159916297,3278.001190035196,1139.5955789000727,156.20837159916297,3278.001190035196,137.86681545035051,True,1139.5955789000727,0.0,0,0,0,0,133,1560,0.0,3278.001190035196,156.20837159916297,0.0852564102564102,0.0,0.0,0.0
2032,pso,adaptive,53,168.78951948916017,3699.649537404388,1945.8434003001312,168.78951948916017,3699.649537404388,147.89209132957689,True,21.334564200020395,0.0,54,9,10,2,118,1901,1924.5088361001108,3699.649537404388,168.78951948916017,0.0620725933719095,12.75612103288721,21.68968392836235,12.75612103288721
2032,pso,static_frozen,44,215.5393158351613,3025.2574246651984,21.334564200020395,215.5393158351613,3025.2574246651984,137.5008571089451,True,21.334564200020395,0.0,0,0,0,0,217,1871,0.0,3025.2574246651984,215.5393158351613,0.1159807589524318,0.0,0.0,0.0
2032,pso,static_live,49,193.4686094743525,3312.009159248854,21.334564200020395,193.4686094743525,3312.009159248854,144.93255560402483,True,21.334564200020395,0.0,0,0,0,0,149,1927,0.0,3312.009159248854,193.4686094743525,0.0773222625843279,0.0,0.0,0.0
2033,aco,adaptive,46,148.82397424205928,3280.591568620428,664.6744857996237,148.82397424205928,3280.591568620428,150.25154887889428,True,31.84011709992774,0.0,15,10,8,3,139,1730,632.8343686996959,3280.591568620428,148.82397424205928,0.0803468208092485,3.065699007128296,8.119013799082788,3.065699007128296
2033,aco,static_frozen,47,161.97472447305276,3140.7929425670973,31.84011709992774,161.97472447305276,3140.7929425670973,133.55024078985497,True,31.84011709992774,0.0,0,0,0,0,158,1517,0.0,3140.7929425670973,161.97472447305276,0.1041529334212261,0.0,0.0,0.0
2033,aco,static_live,50,153.53076539232836,3338.61947905317,31.84011709992774,153.53076539232836,3338.61947905317,136.2687064516721,True,31.84011709992774,0.0,0,0,0,0,135,1573,0.0,3338.61947905317,153.53076539232836,0.0858232676414494,0.0,0.0,0.0
2033,ga,adaptive,41,171.08584598794533,2863.466238295384,2853.597657299717,171.08584598794533,2863.466238295384,151.39686354398825,True,25.74775079998653,0.0,10,6,7,2,145,1994,2827.8499064997304,2863.466238295384,171.08584598794533,0.0727181544633901,-5.478257169086354,-3.1725801224754187,-5.478257169086354
2033,ga,static_frozen,43,165.82491761362425,3104.988154663078,25.74775079998653,165.82491761362425,3104.988154663078,152.03453818604132,True,25.74775079998653,0.0,0,0,0,0,168,1897,0.0,3104.988154663078,165.82491761362425,0.088560885608856,0.0,0.0,0.0
2033,ga,static_live,43,162.20010699805846,3104.988154663078,25.74775079998653,162.20010699805846,3104.988154663078,152.03453818604132,True,25.74775079998653,0.0,0,0,0,0,149,1912,0.0,3104.988154663078,162.20010699805846,0.077928870292887,0.0,0.0,0.0
2033,nn,adaptive,42,182.4147699067975,3092.099807488264,62.87595469993539,182.4147699067975,3092.099807488264,151.34093005847575,True,10.21008449990768,0.0,35,7,8,3,202,2162,52.66587020002771,3092.099807488264,182.4147699067975,0.093432007400555,5.8414198346656825,13.328557689635328,5.8414198346656825
2033,nn,static_frozen,42,210.46698317720652,3051.525269352488,10.21008449990768,210.46698317720652,3051.525269352488,138.63177435840674,True,10.21008449990768,0.0,0,0,0,0,286,2178,0.0,3051.525269352488,210.46698317720652,0.1313131313131313,0.0,0.0,0.0
2033,nn,static_live,49,193.73143646228837,3517.6170749384714,10.21008449990768,193.73143646228837,3517.6170749384714,140.11790797528337,True,10.21008449990768,0.0,0,0,0,0,180,2231,0.0,3517.6170749384714,193.73143646228837,0.080681308830121,0.0,0.0,0.0
2033,proposed,adaptive,58,147.876276910834,3566.0620005591754,1737.8714890001577,147.876276910834,3566.0620005591754,134.29410910110957,True,1139.5955789000727,0.0,3,5,11,1,54,1581,598.2759101000847,3566.0620005591754,147.876276910834,0.0341555977229601,0.554511498486521,7.728498503498717,0.554511498486521
2033,proposed,static_frozen,49,160.26213350006137,3072.8405227147564,1139.5955789000727,160.26213350006137,3072.8405227147564,129.22778865695398,True,1139.5955789000727,0.0,0,0,0,0,174,1517,0.0,3072.8405227147564,160.26213350006137,0.1147000659195781,0.0,0.0,0.0
2033,proposed,static_live,58,148.70084016791114,3584.650065538301,1139.5955789000727,148.70084016791114,3584.650065538301,133.73545567525804,True,1139.5955789000727,0.0,0,0,0,0,55,1583,0.0,3584.650065538301,148.70084016791114,0.0347441566645609,0.0,0.0,0.0
2033,pso,adaptive,48,164.42741542522393,3422.6576817075083,1859.1410967997508,164.42741542522393,3422.6576817075083,151.35145333155225,True,21.334564200020395,0.0,62,14,9,4,216,1856,1837.8065325997304,3422.6576817075083,164.42741542522393,0.1163793103448275,10.592345529854148,19.636660283989716,10.592345529854148
2033,pso,static_frozen,46,204.60500522536904,3094.790832790581,21.334564200020395,204.60500522536904,3094.790832790581,133.02993965709888,True,21.334564200020395,0.0,0,0,0,0,271,1871,0.0,3094.790832790581,204.60500522536904,0.1448423303046499,0.0,0.0,0.0
2033,pso,static_live,51,183.90753722336825,3435.538207922898,21.334564200020395,183.90753722336825,3435.538207922898,141.1394920274656,True,21.334564200020395,0.0,0,0,0,0,159,1932,0.0,3435.538207922898,183.90753722336825,0.0822981366459627,0.0,0.0,0.0
2034,aco,adaptive,64,161.9204293854704,4168.59427169528,728.361339700059,161.9204293854704,4168.59427169528,153.93576808586332,True,31.84011709992774,0.0,32,13,12,4,73,2085,696.5212226001313,4168.59427169528,161.9204293854704,0.0350119904076738,-1.5070418075131156,3.1239086993102454,-1.5070418075131156
2034,aco,static_frozen,47,167.14178618426314,3143.499158791168,31.84011709992774,167.14178618426314,3143.499158791168,130.13580758947268,True,31.84011709992774,0.0,0,0,0,0,231,1517,0.0,3143.499158791168,167.14178618426314,0.1522742254449571,0.0,0.0,0.0
2034,aco,static_live,47,159.51644979716644,3142.7257241099087,31.84011709992774,159.51644979716644,3142.7257241099087,133.095491865507,True,31.84011709992774,0.0,0,0,0,0,181,1502,0.0,3142.7257241099087,159.51644979716644,0.1205059920106524,0.0,0.0,0.0
2034,ga,adaptive,50,162.74605777104256,3337.669881611641,2730.036870599957,162.74605777104256,3337.669881611641,151.62153400242082,True,25.74775079998653,0.0,24,9,9,4,158,1979,2704.28911979997,3337.669881611641,162.74605777104256,0.0798383021728145,-0.8163948877603868,3.725252670480377,-0.8163948877603868
2034,ga,static_frozen,45,169.0433496688509,3232.583408073239,25.74775079998653,169.0433496688509,3232.583408073239,153.24914344512445,True,25.74775079998653,0.0,0,0,0,0,256,1897,0.0,3232.583408073239,169.0433496688509,0.1349499209277807,0.0,0.0,0.0
2034,ga,static_live,45,161.4281664725553,3270.50856254759,25.74775079998653,161.4281664725553,3270.50856254759,154.76146553532345,True,25.74775079998653,0.0,0,0,0,0,181,1824,0.0,3270.50856254759,161.4281664725553,0.0992324561403508,0.0,0.0,0.0
2034,nn,adaptive,53,157.8387745503856,3730.13023648505,85.28334060020279,157.8387745503856,3730.13023648505,139.60337299701104,True,10.21008449990768,0.0,37,2,10,2,105,2059,75.07325610029511,3730.13023648505,157.8387745503856,0.0509956289460903,17.433995364953454,21.8016318433259,17.433995364953454
2034,nn,static_frozen,43,201.84407714768196,3112.375747400699,10.21008449990768,201.84407714768196,3112.375747400699,132.16050141031795,True,10.21008449990768,0.0,0,0,0,0,220,2178,0.0,3112.375747400699,201.84407714768196,0.101010101010101,0.0,0.0,0.0
2034,nn,static_live,44,191.1667825614857,3170.349633175184,10.21008449990768,191.1667825614857,3170.349633175184,134.8664875937874,True,10.21008449990768,0.0,0,0,0,0,151,2183,0.0,3170.349633175184,191.1667825614857,0.0691708657810352,0.0,0.0,0.0
2034,proposed,adaptive,49,171.0111885735448,3176.862679277553,1756.641772800358,171.0111885735448,3176.862679277553,139.6661492147751,True,1139.5955789000727,0.0,11,5,9,1,192,1759,617.0461939002853,3176.862679277553,171.0111885735448,0.1091529277998862,-5.53282231280144,3.486170950834814,-5.53282231280144
2034,proposed,static_frozen,49,177.18827473566495,3053.689502819297,1139.5955789000727,177.18827473566495,3053.689502819297,130.01715364481836,True,1139.5955789000727,0.0,0,0,0,0,248,1517,0.0,3053.689502819297,177.18827473566495,0.1634805537244561,0.0,0.0,0.0
2034,proposed,static_live,55,162.04549904546678,3411.0363194522856,1139.5955789000727,162.04549904546678,3411.0363194522856,134.1285072073354,True,1139.5955789000727,0.0,0,0,0,0,119,1614,0.0,3411.0363194522856,162.04549904546678,0.0737298636926889,0.0,0.0,0.0
2034,pso,adaptive,47,165.9232086013681,3381.981526892389,1892.3976106001064,165.9232086013681,3381.981526892389,143.1966309256439,True,21.334564200020395,0.0,78,18,9,5,132,1912,1871.063046400086,3381.981526892389,165.9232086013681,0.0690376569037656,3.767313772630319,9.25393676619615,3.767313772630319
2034,pso,static_frozen,44,182.8434233823159,3036.529061236185,21.334564200020395,182.8434233823159,3036.529061236185,135.28272204757354,True,21.334564200020395,0.0,0,0,0,0,200,1871,0.0,3036.529061236185,182.8434233823159,0.1068947087119187,0.0,0.0,0.0
2034,pso,static_live,50,172.4187644615262,3360.2988255931464,21.334564200020395,172.4187644615262,3360.2988255931464,139.8879485177282,True,21.334564200020395,0.0,0,0,0,0,138,1958,0.0,3360.2988255931464,172.4187644615262,0.0704800817160367,0.0,0.0,0.0
2035,aco,adaptive,54,155.63833996357715,3779.083640274505,688.8658455000259,155.63833996357715,3779.083640274505,152.76757338755428,True,31.84011709992774,0.0,19,8,10,3,99,1719,657.0257284000982,3779.083640274505,155.63833996357715,0.0575916230366492,4.680026080141761,15.33292318725398,4.680026080141761
2035,aco,static_frozen,49,183.82392049248935,3279.155584262288,31.84011709992774,183.82392049248935,3279.155584262288,145.56820469284037,True,31.84011709992774,0.0,0,0,0,0,242,1517,0.0,3279.155584262288,183.82392049248935,0.1595253790375741,0.0,0.0,0.0
2035,aco,static_live,51,163.2798809769215,3393.713345566114,31.84011709992774,163.2798809769215,3393.713345566114,146.33203426484883,True,31.84011709992774,0.0,0,0,0,0,155,1479,0.0,3393.713345566114,163.2798809769215,0.1048005409060175,0.0,0.0,0.0
2035,ga,adaptive,43,192.38994914311365,2824.858387152095,2626.5159468002385,192.38994914311365,2824.858387152095,140.2499229732931,True,25.74775079998653,0.0,6,6,8,2,153,1833,2600.768196000252,2824.858387152095,192.38994914311365,0.0834697217675941,0.6567181211196739,4.176183735433598,0.6567181211196739
2035,ga,static_frozen,46,200.7746681805401,3299.427241167063,25.74775079998653,200.7746681805401,3299.427241167063,142.01941148051483,True,25.74775079998653,0.0,0,0,0,0,188,1897,0.0,3299.427241167063,200.7746681805401,0.0991038481813389,0.0,0.0,0.0
2035,ga,static_live,46,193.6617610214208,3298.3359920359926,25.74775079998653,193.6617610214208,3298.3359920359926,142.4812934036031,True,25.74775079998653,0.0,0,0,0,0,153,1862,0.0,3298.3359920359926,193.6617610214208,0.0821697099892588,0.0,0.0,0.0
2035,nn,adaptive,43,201.31303307813064,3166.1683684634745,65.24749869969673,201.31303307813064,3166.1683684634745,140.47261975383657,True,10.21008449990768,0.0,32,2,8,3,120,2032,55.037414199789055,3166.1683684634745,201.31303307813064,0.0590551181102362,9.628054155198246,20.892204371209143,9.628054155198246
2035,nn,static_frozen,40,254.47938661163224,3016.4361938064058,10.21008449990768,254.47938661163224,3016.4361938064058,132.8983636349264,True,10.21008449990768,0.0,0,0,0,0,358,2178,0.0,3016.4361938064058,254.47938661163224,0.1643709825528007,0.0,0.0,0.0
2035,nn,static_live,43,222.76053834654732,3159.7320389380207,10.21008449990768,222.76053834654732,3159.7320389380207,141.4576931008449,True,10.21008449990768,0.0,0,0,0,0,149,2055,0.0,3159.7320389380207,222.76053834654732,0.0725060827250608,0.0,0.0,0.0
2035,proposed,adaptive,47,152.93614201827344,2960.893383070109,1780.9524220996536,152.93614201827344,2960.893383070109,138.49558788023177,True,1139.5955789000727,0.0,5,3,9,1,102,1488,641.3568431995809,2960.893383070109,152.93614201827344,0.0685483870967741,0.1252004770809693,6.524918366028669,0.1252004770809693
2035,proposed,static_frozen,47,163.61166991769963,2960.893383070109,1139.5955789000727,163.61166991769963,2960.893383070109,138.49558788023177,True,1139.5955789000727,0.0,0,0,0,0,131,1517,0.0,2960.893383070109,163.61166991769963,0.086354647330257,0.0,0.0,0.0
2035,proposed,static_live,47,153.12785882807006,2960.893383070109,1139.5955789000727,153.12785882807006,2960.893383070109,138.49558788023177,True,1139.5955789000727,0.0,0,0,0,0,102,1488,0.0,2960.893383070109,153.12785882807006,0.0685483870967741,0.0,0.0,0.0
2035,pso,adaptive,61,193.97038054636843,4087.8492776160183,2082.7762378996704,193.97038054636843,4087.8492776160183,142.24845821309978,True,21.334564200020395,0.0,58,12,11,3,131,1929,2061.44167369965,4087.8492776160183,193.97038054636843,0.0679108346293416,5.754566054734911,16.952673208478053,5.754566054734911
2035,pso,static_frozen,42,233.56607375611551,2871.0956388679733,21.334564200020395,233.56607375611551,2871.0956388679733,135.17885122192857,True,21.334564200020395,0.0,0,0,0,0,258,1871,0.0,2871.0956388679733,233.56607375611551,0.1378941742383752,0.0,0.0,0.0
2035,pso,static_live,42,205.81408820189696,3086.82065935303,21.334564200020395,205.81408820189696,3086.82065935303,140.7670660781102,True,21.334564200020395,0.0,0,0,0,0,123,1853,0.0,3086.82065935303,205.81408820189696,0.066378845116028,0.0,0.0,0.0
