method,policy,epoch,elapsed_min,n,cumulative_energy_kwh_mean,cumulative_energy_kwh_std,cumulative_energy_kwh_min,cumulative_energy_kwh_max,cumulative_operating_s_mean,cumulative_operating_s_std,cumulative_operating_s_min,cumulative_operating_s_max,cumulative_planning_runtime_s_mean,cumulative_planning_runtime_s_std,cumulative_planning_runtime_s_min,cumulative_planning_runtime_s_max,latency_adjusted_energy_kwh_mean,latency_adjusted_energy_kwh_std,latency_adjusted_energy_kwh_min,latency_adjusted_energy_kwh_max
ga,adaptive,15,15.0,10,74.30985057920003,0.5661532886773969,73.51336370487954,75.50903965727137,960.0,0.0,960.0,960.0,2328.8806807000074,131.51166362212948,2119.825091200066,2545.8935106998542,74.30985057920003,0.5661532886773969,73.51336370487954,75.50903965727137
ga,adaptive,16,16.0,10,78.1695297223898,1.0817935928088291,76.56951495778685,80.14076824615432,1020.0,0.0,1020.0,1020.0,2328.8806807000074,131.51166362212948,2119.825091200066,2545.8935106998542,78.1695297223898,1.0817935928088291,76.56951495778685,80.14076824615432
ga,adaptive,17,17.0,10,82.17946132308074,1.509203057807077,79.32183794020368,84.21970824619848,1080.0,0.0,1080.0,1080.0,2328.8806807000074,131.51166362212948,2119.825091200066,2545.8935106998542,82.17946132308074,1.509203057807077,79.32183794020368,84.21970824619848
ga,adaptive,18,18.0,10,85.69843766026607,1.6235188236140086,82.24048467403549,87.46274945692423,1140.0,0.0,1140.0,1140.0,2328.8806807000074,131.51166362212948,2119.825091200066,2545.8935106998542,85.69843766026607,1.6235188236140086,82.24048467403549,87.46274945692423
ga,adaptive,19,19.0,10,88.52761150726437,2.5543969820347856,83.91906514142761,93.83059418887892,1200.0,0.0,1200.0,1200.0,2328.8806807000074,131.51166362212948,2119.825091200066,2545.8935106998542,88.52761150726437,2.5543969820347856,83.91906514142761,93.83059418887892
ga,adaptive,20,20.0,10,95.88714086937163,3.0875333600158643,91.31591118984176,101.241108809144,1260.0,0.0,1260.0,1260.0,2584.1495198400107,213.60598350102015,2303.7113257000456,3042.144268299802,95.88714086937163,3.0875333600158643,91.31591118984176,101.241108809144
ga,adaptive,21,21.0,10,101.12269920131625,3.5464454905720717,97.6508601614136,106.43907020833316,1320.0,0.0,1320.0,1320.0,2584.1495198400107,213.60598350102015,2303.7113257000456,3042.144268299802,101.12269920131625,3.5464454905720717,97.6508601614136,106.43907020833316
ga,adaptive,22,22.0,10,104.64384449622506,3.5130972775713363,100.495483108585,109.07790699664866,1380.0,0.0,1380.0,1380.0,2584.1495198400107,213.60598350102015,2303.7113257000456,3042.144268299802,104.64384449622506,3.5130972775713363,100.495483108585,109.07790699664866
ga,adaptive,23,23.0,10,108.99774364676541,5.102011400569553,103.9784919297151,114.71780608240088,1440.0,0.0,1440.0,1440.0,2584.1495198400107,213.60598350102015,2303.7113257000456,3042.144268299802,108.99774364676541,5.102011400569553,103.9784919297151,114.71780608240088
ga,adaptive,24,24.0,10,113.93725296812627,7.106073710529485,106.86175514200232,126.317086697856,1500.0,0.0,1500.0,1500.0,2584.1495198400107,213.60598350102015,2303.7113257000456,3042.144268299802,113.93725296812627,7.106073710529485,106.86175514200232,126.317086697856
ga,adaptive,25,25.0,10,117.76046713988528,7.302712062654378,109.77632235509296,130.21274935948415,1560.0,0.0,1560.0,1560.0,2639.3477912900735,221.6372237083184,2347.4058804999804,3128.5363962999545,117.76046713988528,7.302712062654378,109.77632235509296,130.21274935948415
ga,adaptive,26,26.0,10,122.60555886124868,7.159534756447066,115.13900937405964,134.1241622535439,1620.0,0.0,1620.0,1620.0,2639.3477912900735,221.6372237083184,2347.4058804999804,3128.5363962999545,122.60555886124868,7.159534756447066,115.13900937405964,134.1241622535439
ga,adaptive,27,27.0,10,127.81933237839014,8.547434760358607,116.92139399880298,141.9817212895855,1680.0,0.0,1680.0,1680.0,2639.3477912900735,221.6372237083184,2347.4058804999804,3128.5363962999545,127.81933237839014,8.547434760358607,116.92139399880298,141.9817212895855
ga,adaptive,28,28.0,10,132.2936661954781,10.578112256261027,118.552835477808,147.4312768791031,1740.0,0.0,1740.0,1740.0,2639.3477912900735,221.6372237083184,2347.4058804999804,3128.5363962999545,132.2936661954781,10.578112256261027,118.552835477808,147.4312768791031
ga,adaptive,29,29.0,10,138.3267655716405,11.285618038029757,123.21712447632204,153.3527465264234,1800.0,0.0,1800.0,1800.0,2639.3477912900735,221.6372237083184,2347.4058804999804,3128.5363962999545,138.3267655716405,11.285618038029757,123.21712447632204,153.3527465264234
ga,adaptive,30,30.0,10,141.23847083741774,10.6721464122407,127.6560154358677,155.58601374419337,1860.0,0.0,1860.0,1860.0,2650.872792450059,218.47662358729897,2362.1946908999234,3131.7363885999657,141.23847083741774,10.6721464122407,127.6560154358677,155.58601374419337
ga,adaptive,31,31.0,10,144.3815061610706,12.316130826883537,131.06117026796508,163.73790611752452,1920.0,0.0,1920.0,1920.0,2650.872792450059,218.47662358729897,2362.1946908999234,3131.7363885999657,144.3815061610706,12.316130826883537,131.06117026796508,163.73790611752452
ga,adaptive,32,32.0,10,148.3211903437688,13.646807921183088,132.21315434622852,166.97978968059743,1980.0,0.0,1980.0,1980.0,2650.872792450059,218.47662358729897,2362.1946908999234,3131.7363885999657,148.3211903437688,13.646807921183088,132.21315434622852,166.97978968059743
ga,adaptive,33,33.0,10,150.15065709700065,13.962300956527422,132.49486549708962,167.96224120368382,2040.0,0.0,2040.0,2040.0,2650.872792450059,218.47662358729897,2362.1946908999234,3131.7363885999657,150.15065709700065,13.962300956527422,132.49486549708962,167.96224120368382
ga,adaptive,34,34.0,10,152.03774463852864,14.259457261032779,133.01539342557624,170.46960943509507,2100.0,0.0,2100.0,2100.0,2650.872792450059,218.47662358729897,2362.1946908999234,3131.7363885999657,152.03774463852864,14.259457261032779,133.01539342557624,170.46960943509507
ga,adaptive,35,35.0,10,153.64677512305352,14.523983705439921,134.75650108824155,171.1354281532893,2160.0,0.0,2160.0,2160.0,2664.044648290018,218.06280067427986,2377.0736096998444,3144.0070529998047,153.64677512305352,14.523983705439921,134.75650108824155,171.1354281532893
ga,adaptive,36,36.0,10,154.84953304185095,14.6441299383072,135.98831707337516,173.3697634603394,2220.0,0.0,2220.0,2220.0,2664.044648290018,218.06280067427986,2377.0736096998444,3144.0070529998047,154.84953304185095,14.6441299383072,135.98831707337516,173.3697634603394
ga,adaptive,37,37.0,10,155.94649009569886,14.935906073211369,136.7952118416312,175.77128770142102,2280.0,0.0,2280.0,2280.0,2664.044648290018,218.06280067427986,2377.0736096998444,3144.0070529998047,155.94649009569886,14.935906073211369,136.7952118416312,175.77128770142102
ga,adaptive,38,38.0,10,156.76588495383967,15.202445608968336,137.63379359089475,177.14149323792523,2340.0,0.0,2340.0,2340.0,2664.044648290018,218.06280067427986,2377.0736096998444,3144.0070529998047,156.76588495383967,15.202445608968336,137.63379359089475,177.14149323792523
ga,adaptive,39,39.0,10,166.52192111211932,18.287582563910618,138.72530081657487,197.07327066018283,2519.5111327870522,209.76964227951137,2400.0,2915.527863282182,2664.044648290018,218.06280067427986,2377.0736096998444,3144.0070529998047,166.52192111211932,18.287582563910618,138.72530081657487,197.07327066018283
ga,adaptive,40,40.0,10,169.79420466713395,21.29013052037793,139.6740868563549,201.8041099694985,2596.3297589879808,194.82787726875355,2460.0,2915.527863282182,2668.6337925300118,218.55695753895517,2389.900906299823,3153.337554199737,169.79420466713395,21.29013052037793,139.6740868563549,201.8041099694985
ga,adaptive,41,41.0,10,176.19804613578418,18.733774270490628,139.82729319224822,201.8041099694985,2701.560590613116,178.97883440496992,2520.0,2915.527863282182,2668.6337925300118,218.55695753895517,2389.900906299823,3153.337554199737,176.19804613578418,18.733774270490628,139.82729319224822,201.8041099694985
ga,adaptive,42,42.0,10,176.34171345869353,18.58411690043809,139.9276213296948,201.8041099694985,2725.560590613116,152.67675548555343,2580.0,2915.527863282182,2668.6337925300118,218.55695753895517,2389.900906299823,3153.337554199737,176.34171345869353,18.58411690043809,139.9276213296948,201.8041099694985
ga,adaptive,43,43.0,10,180.33985654404228,20.382331064748428,140.35573536047164,201.8041099694985,2814.8407815209603,154.93677772839257,2594.579794926969,3107.9435219263446,2668.6337925300118,218.55695753895517,2389.900906299823,3153.337554199737,180.33985654404228,20.382331064748428,140.35573536047164,201.8041099694985
ga,adaptive,44,44.0,10,182.5478904257631,18.415357227348004,141.18673606026323,201.8041099694985,2841.9892875215264,134.1934103926853,2594.579794926969,3107.9435219263446,2668.6337925300118,218.55695753895517,2389.900906299823,3153.337554199737,182.5478904257631,18.415357227348004,141.18673606026323,201.8041099694985
ga,adaptive,45,45.0,10,182.64850506081163,18.165317334276956,142.19288241074878,201.8041099694985,2847.9892875215264,128.35373345770913,2594.579794926969,3107.9435219263446,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,182.64850506081163,18.165317334276956,142.19288241074878,201.8041099694985
ga,adaptive,46,46.0,10,182.8070971424837,17.77561871659478,143.77880322746958,201.8041099694985,2853.9892875215264,125.1458764492287,2594.579794926969,3107.9435219263446,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,182.8070971424837,17.77561871659478,143.77880322746958,201.8041099694985
ga,adaptive,47,47.0,10,182.9199307717759,17.50182636304777,144.90713952039138,201.8041099694985,2859.9892875215264,124.77299343992111,2594.579794926969,3107.9435219263446,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,182.9199307717759,17.50182636304777,144.90713952039138,201.8041099694985
ga,adaptive,48,48.0,10,182.93045733145794,17.476436290763317,145.01240511721176,201.8041099694985,2865.9892875215264,127.26000703941348,2594.579794926969,3107.9435219263446,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,182.93045733145794,17.476436290763317,145.01240511721176,201.8041099694985
ga,adaptive,49,49.0,10,182.93979066479125,17.453946489142524,145.1057384505451,201.8041099694985,2871.9892875215264,132.44590930407986,2594.579794926969,3107.9435219263446,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,182.93979066479125,17.453946489142524,145.1057384505451,201.8041099694985
ga,adaptive,50,50.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,51,51.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,52,52.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,53,53.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,54,54.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,55,55.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,56,56.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,57,57.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,58,58.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,59,59.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,60,60.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,61,61.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,62,62.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,63,63.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,adaptive,64,64.0,10,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985,2905.7562756826906,196.34064738231936,2594.579794926969,3337.669881611641,2669.7013232800177,218.85812966105402,2389.900906299823,3153.337554199737,184.703822596841,13.691098028660429,162.74605777104256,201.8041099694985
ga,static_frozen,0,0.0,10,17.649882122789972,0.0,17.649882122789972,17.649882122789972,60.0,0.0,60.0,60.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,17.649882122789972,0.0,17.649882122789972,17.649882122789972
ga,static_frozen,1,1.0,10,21.510714343979103,0.0,21.510714343979103,21.510714343979103,120.0,0.0,120.0,120.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,21.510714343979103,0.0,21.510714343979103,21.510714343979103
ga,static_frozen,2,2.0,10,26.98030039834857,0.0,26.98030039834857,26.98030039834857,180.0,0.0,180.0,180.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,26.98030039834857,0.0,26.98030039834857,26.98030039834857
ga,static_frozen,3,3.0,10,33.99190979503979,0.0,33.99190979503979,33.99190979503979,240.0,0.0,240.0,240.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,33.99190979503979,0.0,33.99190979503979,33.99190979503979
ga,static_frozen,4,4.0,10,41.146697714338345,0.0,41.146697714338345,41.146697714338345,300.0,0.0,300.0,300.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,41.146697714338345,0.0,41.146697714338345,41.146697714338345
ga,static_frozen,5,5.0,10,43.82266104004813,0.0,43.82266104004813,43.82266104004813,360.0,0.0,360.0,360.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,43.82266104004813,0.0,43.82266104004813,43.82266104004813
ga,static_frozen,6,6.0,10,46.588854976513616,0.0,46.588854976513616,46.588854976513616,420.0,0.0,420.0,420.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,46.588854976513616,0.0,46.588854976513616,46.588854976513616
ga,static_frozen,7,7.0,10,50.93604777141243,0.0,50.93604777141243,50.93604777141243,480.0,0.0,480.0,480.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,50.93604777141243,0.0,50.93604777141243,50.93604777141243
ga,static_frozen,8,8.0,10,53.46105709506401,0.0,53.46105709506401,53.46105709506401,540.0,0.0,540.0,540.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,53.46105709506401,0.0,53.46105709506401,53.46105709506401
ga,static_frozen,9,9.0,10,56.52303009640625,0.0,56.52303009640625,56.52303009640625,600.0,0.0,600.0,600.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,56.52303009640625,0.0,56.52303009640625,56.52303009640625
ga,static_frozen,10,10.0,10,60.91373911464873,0.0,60.913739114648735,60.913739114648735,660.0,0.0,660.0,660.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,60.91373911464873,0.0,60.913739114648735,60.913739114648735
ga,static_frozen,11,11.0,10,63.56751129581649,0.08398223763909338,63.45729561449083,63.669190906740695,720.0,0.0,720.0,720.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,63.56751129581649,0.08398223763909338,63.45729561449083,63.669190906740695
ga,static_frozen,12,12.0,10,66.2162301213144,0.12574238716607905,66.02651345552206,66.48919836963371,780.0,0.0,780.0,780.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,66.2162301213144,0.12574238716607905,66.02651345552206,66.48919836963371
ga,static_frozen,13,13.0,10,69.29215645362642,0.357178562962713,68.90163062204293,69.86052826330366,840.0,0.0,840.0,840.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,69.29215645362642,0.357178562962713,68.90163062204293,69.86052826330366
ga,static_frozen,14,14.0,10,71.4197240989997,0.36005391896298344,70.99863980434155,71.92926348137868,900.0,0.0,900.0,900.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,71.4197240989997,0.36005391896298344,70.99863980434155,71.92926348137868
ga,static_frozen,15,15.0,10,74.40107707943412,0.6346067022430655,73.51336370487954,75.6806796265131,960.0,0.0,960.0,960.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,74.40107707943412,0.6346067022430655,73.51336370487954,75.6806796265131
ga,static_frozen,16,16.0,10,78.34491144549598,1.259980758784939,76.57357327854847,80.62369634438392,1020.0,0.0,1020.0,1020.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,78.34491144549598,1.259980758784939,76.57357327854847,80.62369634438392
ga,static_frozen,17,17.0,10,82.57483730850048,1.9992146153940036,79.3258962609653,86.56442144560584,1080.0,0.0,1080.0,1080.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,82.57483730850048,1.9992146153940036,79.3258962609653,86.56442144560584
ga,static_frozen,18,18.0,10,86.09612911706077,2.142255637626914,82.2445429947971,89.86991684680055,1140.0,0.0,1140.0,1140.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,86.09612911706077,2.142255637626914,82.2445429947971,89.86991684680055
ga,static_frozen,19,19.0,10,89.36016911327722,3.0629697062545116,83.92312346218922,93.83465250964052,1200.0,0.0,1200.0,1200.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,89.36016911327722,3.0629697062545116,83.92312346218922,93.83465250964052
ga,static_frozen,20,20.0,10,95.25501208320273,3.990872684953919,87.79508424701413,100.71822417415233,1260.0,0.0,1260.0,1260.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,95.25501208320273,3.990872684953919,87.79508424701413,100.71822417415233
ga,static_frozen,21,21.0,10,100.27490054916811,5.282146410853688,92.26899203537177,107.61599920319549,1320.0,0.0,1320.0,1320.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,100.27490054916811,5.282146410853688,92.26899203537177,107.61599920319549
ga,static_frozen,22,22.0,10,104.61715354628109,5.758606971746963,96.38908334964744,115.35948367805165,1380.0,0.0,1380.0,1380.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,104.61715354628109,5.758606971746963,96.38908334964744,115.35948367805165
ga,static_frozen,23,23.0,10,109.28685822326611,7.70607246719233,98.20109105260585,123.01885686213288,1440.0,0.0,1440.0,1440.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,109.28685822326611,7.70607246719233,98.20109105260585,123.01885686213288
ga,static_frozen,24,24.0,10,114.94274466498082,9.819459200504932,102.38113491334296,130.76513766719876,1500.0,0.0,1500.0,1500.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,114.94274466498082,9.819459200504932,102.38113491334296,130.76513766719876
ga,static_frozen,25,25.0,10,119.32058641545882,9.786333837481807,110.28010090139227,136.81010378151518,1560.0,0.0,1560.0,1560.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,119.32058641545882,9.786333837481807,110.28010090139227,136.81010378151518
ga,static_frozen,26,26.0,10,124.47067726469709,9.74623878328066,113.8791650595801,140.10015204823807,1620.0,0.0,1620.0,1620.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,124.47067726469709,9.74623878328066,113.8791650595801,140.10015204823807
ga,static_frozen,27,27.0,10,129.88500856896502,11.885803900338352,117.28908658127462,149.2004742285535,1680.0,0.0,1680.0,1680.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,129.88500856896502,11.885803900338352,117.28908658127462,149.2004742285535
ga,static_frozen,28,28.0,10,135.28140065826727,14.975841670259395,118.1105603337112,158.846890877332,1740.0,0.0,1740.0,1740.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,135.28140065826727,14.975841670259395,118.1105603337112,158.846890877332
ga,static_frozen,29,29.0,10,141.33005382052187,17.01622668222975,119.28972749169868,171.22101406312763,1800.0,0.0,1800.0,1800.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,141.33005382052187,17.01622668222975,119.28972749169868,171.22101406312763
ga,static_frozen,30,30.0,10,145.46673044296693,18.2667699030041,120.48303967670608,178.90433257694878,1860.0,0.0,1860.0,1860.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,145.46673044296693,18.2667699030041,120.48303967670608,178.90433257694878
ga,static_frozen,31,31.0,10,150.43941423190012,20.092673942201525,126.13184712698616,187.6345223363897,1920.0,0.0,1920.0,1920.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,150.43941423190012,20.092673942201525,126.13184712698616,187.6345223363897
ga,static_frozen,32,32.0,10,154.3616417216713,21.713203214188244,128.9830025722679,194.2804921812105,1980.0,0.0,1980.0,1980.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,154.3616417216713,21.713203214188244,128.9830025722679,194.2804921812105
ga,static_frozen,33,33.0,10,157.4163283656626,21.89859914047361,131.77474600485124,196.8249500193315,2040.0,0.0,2040.0,2040.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,157.4163283656626,21.89859914047361,131.77474600485124,196.8249500193315
ga,static_frozen,34,34.0,10,158.53472579642275,21.868857802272416,132.58147791148355,198.32120639242575,2100.0,0.0,2100.0,2100.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,158.53472579642275,21.868857802272416,132.58147791148355,198.32120639242575
ga,static_frozen,35,35.0,10,159.32972233223336,21.68111490165627,133.22954805700687,199.08327912931304,2160.0,0.0,2160.0,2160.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,159.32972233223336,21.68111490165627,133.22954805700687,199.08327912931304
ga,static_frozen,36,36.0,10,159.98295503416847,21.461446580121095,133.46960856548955,199.3553430404143,2220.0,0.0,2220.0,2220.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,159.98295503416847,21.461446580121095,133.46960856548955,199.3553430404143
ga,static_frozen,37,37.0,10,160.71216883482782,21.590806512175483,133.5971552314679,200.61794893969744,2280.0,0.0,2280.0,2280.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,160.71216883482782,21.590806512175483,133.5971552314679,200.61794893969744
ga,static_frozen,38,38.0,10,161.48322828215186,22.25067816176293,133.85081902013206,202.6408698459713,2340.0,0.0,2340.0,2340.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,161.48322828215186,22.25067816176293,133.85081902013206,202.6408698459713
ga,static_frozen,39,39.0,10,161.94905054334816,22.173167878038154,134.46051743013655,202.87965672174928,2400.0,0.0,2400.0,2400.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,161.94905054334816,22.173167878038154,134.46051743013655,202.87965672174928
ga,static_frozen,40,40.0,10,163.14320645568242,21.690915544749068,135.6784704398573,203.742825827287,2460.0,0.0,2460.0,2460.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,163.14320645568242,21.690915544749068,135.6784704398573,203.742825827287
ga,static_frozen,41,41.0,10,163.8843162564951,21.45316341838843,136.14215267720854,204.0881238486579,2520.0,0.0,2520.0,2520.0,25.747750799986527,0.0,25.74775079998653,25.74775079998653,163.8843162564951,21.45316341838843,136.14215267720854,204.0881238486579
ga,static_frozen,42,42.0,10,166.85520274282527,21.736167043119856,136.23548601054188,204.75293523742235,2628.1960214935575,152.40920207807125,2580.0,3061.960214935573,25.747750799986527,0.0,25.74775079998653,25.74775079998653,166.85520274282527,21.736167043119856,136.23548601054188,204.75293523742235
ga,static_frozen,43,43.0,10,173.1018016741904,17.702817975377723,142.6171864371535,205.42016400269765,2773.0026792167587,214.39469539542293,2640.0,3104.988154663078,25.747750799986527,0.0,25.74775079998653,25.74775079998653,173.1018016741904,17.702817975377723,142.6171864371535,205.42016400269765
ga,static_frozen,44,44.0,10,176.10202362225658,17.42033925771551,142.71051977048683,205.51349733603095,2860.043716309438,207.76837300453565,2700.0,3150.4103709267906,25.747750799986527,0.0,25.74775079998653,25.74775079998653,176.10202362225658,17.42033925771551,142.71051977048683,205.51349733603095
ga,static_frozen,45,45.0,10,183.73009845774678,16.920760978396675,165.82491761362425,227.36820196491755,3037.1286894264776,200.70021470668115,2760.0,3232.6433929008977,25.747750799986527,0.0,25.74775079998653,25.74775079998653,183.73009845774678,16.920760978396675,165.82491761362425,227.36820196491755
ga,static_frozen,46,46.0,10,188.45987205800628,18.151343423650065,165.82491761362425,227.36820196491755,3146.8844728824834,140.01911524016114,2820.0,3299.427241167063,25.747750799986527,0.0,25.74775079998653,25.74775079998653,188.45987205800628,18.151343423650065,165.82491761362425,227.36820196491755
ga,static_frozen,47,47.0,10,188.46920539133959,18.152188021213075,165.82491761362425,227.36820196491755,3152.8844728824834,124.9275509813764,2880.0,3299.427241167063,25.747750799986527,0.0,25.74775079998653,25.74775079998653,188.46920539133959,18.152188021213075,165.82491761362425,227.36820196491755
ga,static_frozen,48,48.0,10,190.49582757350927,19.427323976286974,165.82491761362425,227.36820196491755,3204.3160753810234,104.26099643716492,3061.960214935573,3394.3160249854013,25.747750799986527,0.0,25.74775079998653,25.74775079998653,190.49582757350927,19.427323976286974,165.82491761362425,227.36820196491755
ga,static_frozen,49,49.0,10,190.49582757350927,19.427323976286974,165.82491761362425,227.36820196491755,3204.3160753810234,104.26099643716492,3061.960214935573,3394.3160249854013,25.747750799986527,0.0,25.74775079998653,25.74775079998653,190.49582757350927,19.427323976286974,165.82491761362425,227.36820196491755
ga,static_frozen,50,50.0,10,190.49582757350927,19.427323976286974,165.82491761362425,227.36820196491755,3204.3160753810234,104.26099643716492,3061.960214935573,3394.3160249854013,25.747750799986527,0.0,25.74775079998653,25.74775079998653,190.49582757350927,19.427323976286974,165.82491761362425,227.36820196491755
ga,static_frozen,51,51.0,10,190.49582757350927,19.427323976286974,165.82491761362425,227.36820196491755,3204.3160753810234,104.26099643716492,3061.960214935573,3394.3160249854013,25.747750799986527,0.0,25.74775079998653,25.74775079998653,190.49582757350927,19.427323976286974,165.82491761362425,227.36820196491755
