method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,80.45362992805634,168.50662429599194,163.53959826372008,3060.4387105854626,24.258554300060496,1.0
ga,1,85.6326799307113,167.7667600098984,160.48556609161176,2682.412261366038,20.08722869993653,1.0
nn,1,96.42064903025596,166.22562156710632,161.97039920462413,3076.4476786274704,0.169012299971655,1.0
proposed,1,73.04222454086185,169.5653964941626,164.49861951035322,2691.204761782897,4155.609061700059,1.0
pso,1,94.31034511191426,166.5270935554408,162.00789064733385,2974.504736300335,11.616672900039704,1.0
