epoch,elapsed_s,elapsed_min,traffic_state,traffic_change,center_bins,peak_tt_multiplier,speed_multiplier,recovery_progress,disruption_region_edges,disruption_region_length_km,disruption_region_speed_kmh,affected_edges,affected_length_km,network_speed_kmh_at_start_hour,speed_change_from_previous_pct
0,0.0,0.0,normal,initial,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
1,60.0,1.0,normal,normal,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
2,120.0,2.0,normal,normal,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
3,180.0,3.0,normal,normal,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
4,240.0,4.0,normal,normal,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
5,300.0,5.0,normal,normal,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
6,360.0,6.0,normal,normal,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
7,420.0,7.0,normal,normal,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
8,480.0,8.0,normal,normal,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
9,540.0,9.0,normal,normal,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
10,600.0,10.0,degrading,degrading,30 42 51 81,1.0,1.0,0.0,2227,85.06585000000001,32.311774841901986,0,0.0,34.78485670281197,0.0
11,660.0,11.0,degrading,degrading,30 42 51 81,1.06951871657754,0.935,0.0,2227,85.06585000000001,30.21150947717836,2227,85.06585000000001,34.64316594981709,-0.4073345887419699
12,720.0,12.0,degrading,degrading,30 42 51 81,1.1494252873563218,0.87,0.0,2227,85.06585000000001,28.111244112454724,2227,85.06585000000001,34.48678831955742,-0.45139532133463556
13,780.0,13.0,degrading,degrading,30 42 51 81,1.2422360248447206,0.8049999999999999,0.0,2227,85.06585000000001,26.01097874773109,2227,85.06585000000001,34.30692006739202,-0.5215569814699061
14,840.0,14.0,degrading,degrading,30 42 51 81,1.3513513513513513,0.74,0.0,2227,85.06585000000001,23.91071338300747,2227,85.06585000000001,34.09783830938845,-0.609444851338603
15,900.0,15.0,degrading,degrading,30 42 51 81,1.4814814814814814,0.675,0.0,2227,85.06585000000001,21.81044801828384,2227,85.06585000000001,33.851796877256575,-0.7215748690559409
16,960.0,16.0,degrading,degrading,30 42 51 81,1.639344262295082,0.61,0.0,2227,85.06585000000001,19.710182653560206,2227,85.06585000000001,33.55804547919766,-0.8677571802880424
17,1020.0,17.0,degrading,degrading,30 42 51 81,1.8348623853211008,0.545,0.0,2227,85.06585000000001,17.60991728883658,2227,85.06585000000001,33.20121701570619,-1.063317181904
18,1080.0,18.0,degrading,degrading,30 42 51 81,2.0833333333333335,0.48,0.0,2227,85.06585000000001,15.50965192411295,2227,85.06585000000001,32.75855106933444,-1.333282289508686
19,1140.0,19.0,degrading,degrading,30 42 51 81,2.409638554216868,0.4149999999999999,0.0,2227,85.06585000000001,13.409386559389318,2227,85.06585000000001,32.194839714285706,-1.7208067409807626
20,1200.0,20.0,disrupted,holding,30 42 51 81,2.857142857142857,0.35,0.0,2227,85.06585000000001,11.309121194665694,2227,85.06585000000001,31.452570520598588,-2.305553313122266
