method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,82.49199209811152,171.75080079018886,159.9589874969366,2647.8457589078207,24.126958400011063,1.0
ga,1,89.84409729316225,171.01559027068376,163.78973461606182,2710.279737431813,18.55109880003147,1.0
nn,1,103.7544070999368,169.62455929000632,159.54545620349245,3419.821360620862,0.2378545999526977,1.0
proposed,1,81.20830220248354,171.87916977975163,159.04607012658542,3080.1441583747323,3486.5305320998887,1.0
pso,1,98.30218871607528,170.16978112839246,163.1239854217595,2644.976133822147,12.305101900128648,1.0
