epoch,elapsed_s,elapsed_min,traffic_state,traffic_change,center_bins,peak_tt_multiplier,speed_multiplier,recovery_progress,disruption_region_edges,disruption_region_length_km,disruption_region_speed_kmh,affected_edges,affected_length_km,network_speed_kmh_at_start_hour,speed_change_from_previous_pct
0,0.0,0.0,normal,initial,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
1,60.0,1.0,normal,normal,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
2,120.0,2.0,normal,normal,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
3,180.0,3.0,normal,normal,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
4,240.0,4.0,normal,normal,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
5,300.0,5.0,normal,normal,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
6,360.0,6.0,normal,normal,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
7,420.0,7.0,normal,normal,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
8,480.0,8.0,normal,normal,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
9,540.0,9.0,normal,normal,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
10,600.0,10.0,degrading,degrading,13 24 25 68,1.0,1.0,0.0,2681,93.19825999999999,26.760087949617628,0,0.0,34.78485670281197,0.0
11,660.0,11.0,degrading,degrading,13 24 25 68,1.06951871657754,0.935,0.0,2681,93.19825999999999,25.018745212194624,2681,93.19825999999999,34.60155362914376,-0.5269622791155393
12,720.0,12.0,degrading,degrading,13 24 25 68,1.1494252873563218,0.87,0.0,2681,93.19825999999999,23.28127651616734,2681,93.19825999999999,34.39569006737746,-0.5949546773902914
13,780.0,13.0,degrading,degrading,13 24 25 68,1.2422360248447206,0.8049999999999999,0.0,2681,93.19825999999999,21.541870799442187,2681,93.19825999999999,34.15939207694038,-0.6869988361163815
14,840.0,14.0,degrading,degrading,13 24 25 68,1.3513513513513513,0.74,0.0,2681,93.19825999999999,19.802465082717045,2681,93.19825999999999,33.885701393776806,-0.8012164928085208
15,900.0,15.0,degrading,degrading,13 24 25 68,1.4814814814814814,0.675,0.0,2681,93.19825999999999,18.0630593659919,2681,93.19825999999999,33.56497967065395,-0.946480993253862
16,960.0,16.0,degrading,degrading,13 24 25 68,1.639344262295082,0.61,0.0,2681,93.19825999999999,16.323653649266753,2681,93.19825999999999,33.18396468746468,-1.135156305553764
17,1020.0,17.0,degrading,degrading,13 24 25 68,1.8348623853211008,0.545,0.0,2681,93.19825999999999,14.584247932541608,2681,93.19825999999999,32.72389050058952,-1.3864352593436657
18,1080.0,18.0,degrading,degrading,13 24 25 68,2.0833333333333335,0.48,0.0,2681,93.19825999999999,12.84484221581646,2681,93.19825999999999,32.157301947836125,-1.7314217352707106
19,1140.0,19.0,degrading,degrading,13 24 25 68,2.409638554216868,0.4149999999999999,0.0,2681,93.19825999999999,11.105436499091311,2681,93.19825999999999,31.44236703830193,-2.223242828934846
20,1200.0,20.0,disrupted,holding,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,-2.958804241126989
21,1260.0,21.0,disrupted,disrupted,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,0.0
22,1320.0,22.0,disrupted,disrupted,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,0.0
23,1380.0,23.0,disrupted,disrupted,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,0.0
24,1440.0,24.0,disrupted,disrupted,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,0.0
25,1500.0,25.0,disrupted,disrupted,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,0.0
26,1560.0,26.0,disrupted,disrupted,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,0.0
27,1620.0,27.0,disrupted,disrupted,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,0.0
28,1680.0,28.0,disrupted,disrupted,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,0.0
29,1740.0,29.0,disrupted,disrupted,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,0.0
30,1800.0,30.0,recovering,recovering,13 24 25 68,2.857142857142857,0.35,0.0,2681,93.19825999999999,9.36603078236617,2681,93.19825999999999,30.51204894886194,0.0
31,1860.0,31.0,recovering,recovering,13 24 25 68,2.6595744680851063,0.376,0.04,2681,93.19825999999999,10.061793069056227,2681,93.19825999999999,30.91589731653039,1.3235701356709928
32,1920.0,32.0,recovering,recovering,13 24 25 68,2.4875621890547266,0.40199999999999997,0.08,2681,93.19825999999999,10.757555355746286,2681,93.19825999999999,31.276313688751998,1.165796252107798
33,1980.0,33.0,recovering,recovering,13 24 25 68,2.336448598130841,0.428,0.12,2681,93.19825999999999,11.453317642436344,2681,93.19825999999999,31.59994690075087,1.034754975344998
34,2040.0,34.0,recovering,recovering,13 24 25 68,2.2026431718061676,0.45399999999999996,0.16,2681,93.19825999999999,12.149079929126403,2681,93.19825999999999,31.89215455207436,0.9247093111936389
35,2100.0,35.0,recovering,recovering,13 24 25 68,2.0833333333333335,0.48,0.2,2681,93.19825999999999,12.84484221581646,2681,93.19825999999999,32.157301947836125,0.8313875292709438
36,2160.0,36.0,recovering,recovering,13 24 25 68,1.976284584980237,0.506,0.24,2681,93.19825999999999,13.54060450250652,2681,93.19825999999999,32.398981663836956,0.7515547056555771
37,2220.0,37.0,recovering,recovering,13 24 25 68,1.8796992481203008,0.532,0.28,2681,93.19825999999999,14.236366789196579,2681,93.19825999999999,32.62017728250752,0.6827239848635758
38,2280.0,38.0,recovering,recovering,13 24 25 68,1.7921146953405016,0.558,0.32,2681,93.19825999999999,14.932129075886637,2681,93.19825999999999,32.82338718808226,0.6229576982823781
39,2340.0,39.0,recovering,recovering,13 24 25 68,1.7123287671232879,0.584,0.36,2681,93.19825999999999,15.627891362576692,2681,93.19825999999999,33.010719343667866,0.5707276781405035
40,2400.0,40.0,recovering,recovering,13 24 25 68,1.639344262295082,0.61,0.4,2681,93.19825999999999,16.323653649266753,2681,93.19825999999999,33.18396468746468,0.5248154152388995
41,2460.0,41.0,recovering,recovering,13 24 25 68,1.572327044025157,0.636,0.44,2681,93.19825999999999,17.01941593595681,2681,93.19825999999999,33.34465457144562,0.48423955815515285
42,2520.0,42.0,recovering,recovering,13 24 25 68,1.5105740181268883,0.6619999999999999,0.48,2681,93.19825999999999,17.715178222646866,2681,93.19825999999999,33.49410614862006,0.44820250530477335
43,2580.0,43.0,recovering,recovering,13 24 25 68,1.4534883720930234,0.688,0.52,2681,93.19825999999999,18.41094050933693,2681,93.19825999999999,33.63345855918624,0.41605054318465395
44,2640.0,44.0,recovering,recovering,13 24 25 68,1.400560224089636,0.714,0.56,2681,93.19825999999999,19.106702796026987,2681,93.19825999999999,33.76370202062083,0.38724373589293926
45,2700.0,45.0,recovering,recovering,13 24 25 68,1.3513513513513513,0.74,0.6,2681,93.19825999999999,19.802465082717045,2681,93.19825999999999,33.885701393776806,0.36133292812934314
46,2760.0,46.0,recovering,recovering,13 24 25 68,1.3054830287206267,0.766,0.64,2681,93.19825999999999,20.4982273694071,2681,93.19825999999999,34.00021541123871,0.33794200135086605
47,2820.0,47.0,recovering,recovering,13 24 25 68,1.2626262626262625,0.792,0.68,2681,93.19825999999999,21.193989656097163,2681,93.19825999999999,34.10791247171747,0.3167540533968394
48,2880.0,48.0,recovering,recovering,13 24 25 68,1.2224938875305624,0.818,0.72,2681,93.19825999999999,21.889751942787218,2681,93.19825999999999,34.209383695280565,0.2975005393462071
49,2940.0,49.0,recovering,recovering,13 24 25 68,1.1848341232227486,0.8440000000000001,0.76,2681,93.19825999999999,22.585514229477283,2681,93.19825999999999,34.30515377806556,0.2799526692385479
50,3000.0,50.0,recovering,recovering,13 24 25 68,1.1494252873563218,0.87,0.8,2681,93.19825999999999,23.28127651616734,2681,93.19825999999999,34.39569006737746,0.2639145415223032
51,3060.0,51.0,recovering,recovering,13 24 25 68,1.1160714285714286,0.896,0.84,2681,93.19825999999999,23.977038802857393,2681,93.19825999999999,34.48141018850954,0.24921762280147863
52,3120.0,52.0,recovering,recovering,13 24 25 68,1.0845986984815619,0.922,0.88,2681,93.19825999999999,24.672801089547452,2681,93.19825999999999,34.56268848595016,0.2357162801529089
53,3180.0,53.0,recovering,recovering,13 24 25 68,1.0548523206751055,0.9480000000000001,0.92,2681,93.19825999999999,25.362783789673824,2681,93.19825999999999,34.63923648338869,0.2214758191326771
54,3240.0,54.0,recovering,recovering,13 24 25 68,1.026694045174538,0.974,0.96,2681,93.19825999999999,26.047918274954863,2681,93.19825999999999,34.71154397750864,0.20874448013490365
55,3300.0,55.0,normal,recovered,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,26.732502458292007,0,0.0,34.78037077224997,0.19828214724739723
56,3360.0,56.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,26.732502458292007,0,0.0,34.78037077224997,0.0
57,3420.0,57.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,26.732502458292007,0,0.0,34.78037077224997,0.0
58,3480.0,58.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,26.732502458292007,0,0.0,34.78037077224997,0.0
59,3540.0,59.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,26.732502458292007,0,0.0,34.78037077224997,0.0
60,3600.0,60.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,27.88193561662862,0,0.0,37.52283759547087,7.8850994464067625
61,3660.0,61.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,27.88193561662862,0,0.0,37.52283759547087,0.0
62,3720.0,62.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,27.88193561662862,0,0.0,37.52283759547087,0.0
63,3780.0,63.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,27.88193561662862,0,0.0,37.52283759547087,0.0
64,3840.0,64.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,27.88193561662862,0,0.0,37.52283759547087,0.0
65,3900.0,65.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,27.88193561662862,0,0.0,37.52283759547087,0.0
66,3960.0,66.0,normal,normal,13 24 25 68,1.0,1.0,1.0,2681,93.19825999999999,27.88193561662862,0,0.0,37.52283759547087,0.0
