epoch,elapsed_s,elapsed_min,traffic_state,traffic_change,center_bins,peak_tt_multiplier,speed_multiplier,recovery_progress,disruption_region_edges,disruption_region_length_km,disruption_region_speed_kmh,affected_edges,affected_length_km,network_speed_kmh_at_start_hour,speed_change_from_previous_pct
20,1200.0,20.0,disrupted,holding,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,-3.456268665764295
21,1260.0,21.0,disrupted,disrupted,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,0.0
22,1320.0,22.0,disrupted,disrupted,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,0.0
23,1380.0,23.0,disrupted,disrupted,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,0.0
24,1440.0,24.0,disrupted,disrupted,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,0.0
25,1500.0,25.0,disrupted,disrupted,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,0.0
26,1560.0,26.0,disrupted,disrupted,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,0.0
27,1620.0,27.0,disrupted,disrupted,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,0.0
28,1680.0,28.0,disrupted,disrupted,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,0.0
29,1740.0,29.0,disrupted,disrupted,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,0.0
30,1800.0,30.0,recovering,recovering,29 31 45 49,2.857142857142857,0.35,0.0,3677,130.67439,10.976656668833012,3677,130.67439,29.791643086372574,0.0
31,1860.0,31.0,recovering,recovering,29 31 45 49,2.6595744680851063,0.376,0.04,3677,130.67439,11.792065449946323,3677,130.67439,30.2532796494895,1.5495505292492329
32,1920.0,32.0,recovering,recovering,29 31 45 49,2.4875621890547266,0.40199999999999997,0.08,3677,130.67439,12.607474231059632,3677,130.67439,30.667011726301546,1.36756107637086
33,1980.0,33.0,recovering,recovering,29 31 45 49,2.336448598130841,0.428,0.12,3677,130.67439,13.42288301217294,3677,130.67439,31.039928153428818,1.2160181450201035
34,2040.0,34.0,recovering,recovering,29 31 45 49,2.2026431718061676,0.45399999999999996,0.16,3677,130.67439,14.23829179328625,3677,130.67439,31.377784853971832,1.0884583845458762
35,2100.0,35.0,recovering,recovering,29 31 45 49,2.0833333333333335,0.48,0.2,3677,130.67439,15.05370057439956,3677,130.67439,31.685304056537916,0.9800538948088189
36,2160.0,36.0,recovering,recovering,29 31 45 49,1.976284584980237,0.506,0.24,3677,130.67439,15.869109355512869,3677,130.67439,31.96639637345568,0.8871378239457384
37,2220.0,37.0,recovering,recovering,29 31 45 49,1.8796992481203008,0.532,0.28,3677,130.67439,16.68451813662618,3677,130.67439,32.22432798433814,0.8068836032347981
38,2280.0,38.0,recovering,recovering,29 31 45 49,1.7921146953405016,0.558,0.32,3677,130.67439,17.49992691773949,3677,130.67439,32.46184812933902,0.7370833151782774
39,2340.0,39.0,recovering,recovering,29 31 45 49,1.7123287671232879,0.584,0.36,3677,130.67439,18.315335698852795,3677,130.67439,32.68128748683469,0.6759915720797816
40,2400.0,40.0,recovering,recovering,29 31 45 49,1.639344262295082,0.61,0.4,3677,130.67439,19.130744479966108,3677,130.67439,32.884634908397665,0.6222136188633653
41,2460.0,41.0,recovering,recovering,29 31 45 49,1.572327044025157,0.636,0.44,3677,130.67439,19.946153261079417,3677,130.67439,33.073597869454325,0.5746238679037452
42,2520.0,42.0,recovering,recovering,29 31 45 49,1.5105740181268883,0.6619999999999999,0.48,3677,130.67439,20.761562042192725,3677,130.67439,33.249650529638785,0.5323057409095888
43,2580.0,43.0,recovering,recovering,29 31 45 49,1.4534883720930234,0.688,0.52,3677,130.67439,21.576970823306034,3677,130.67439,33.41407226782236,0.4945066656776076
44,2640.0,44.0,recovering,recovering,29 31 45 49,1.400560224089636,0.714,0.56,3677,130.67439,22.392379604419343,3677,130.67439,33.567978823908035,0.4606040079523144
45,2700.0,45.0,recovering,recovering,29 31 45 49,1.3513513513513513,0.74,0.6,3677,130.67439,23.20778838553266,3677,130.67439,33.712347650969065,0.4300789982571329
46,2760.0,46.0,recovering,recovering,29 31 45 49,1.3054830287206267,0.766,0.64,3677,130.67439,24.023197166645964,3677,130.67439,33.84803869575654,0.40249657541597816
47,2820.0,47.0,recovering,recovering,29 31 45 49,1.2626262626262625,0.792,0.68,3677,130.67439,24.838605947759277,3677,130.67439,33.975811541291115,0.37748965806574386
48,2880.0,48.0,recovering,recovering,29 31 45 49,1.2224938875305624,0.818,0.72,3677,130.67439,25.654014728872582,3677,130.67439,34.096339633486544,0.3547467646179747
49,2940.0,49.0,recovering,recovering,29 31 45 49,1.1848341232227486,0.8440000000000001,0.76,3677,130.67439,26.469423509985898,3677,130.67439,34.21022215452844,0.3340021898715628
50,3000.0,50.0,recovering,recovering,29 31 45 49,1.1494252873563218,0.87,0.8,3677,130.67439,27.284832291099203,3677,130.67439,34.317993984953176,0.31502815134589746
51,3060.0,51.0,recovering,recovering,29 31 45 49,1.1160714285714286,0.896,0.84,3677,130.67439,28.10024107221251,3677,130.67439,34.42013410399542,0.29762846595005055
52,3120.0,52.0,recovering,recovering,29 31 45 49,1.0845986984815619,0.922,0.88,3677,130.67439,28.91564985332582,3677,130.67439,34.517072706564896,0.28163342500813204
53,3180.0,53.0,recovering,recovering,29 31 45 49,1.0548523206751055,0.9480000000000001,0.92,3677,130.67439,29.73105863443913,3677,130.67439,34.60919725991868,0.26689561463379974
54,3240.0,54.0,recovering,recovering,29 31 45 49,1.026694045174538,0.974,0.96,3677,130.67439,30.54646741555244,3677,130.67439,34.69685767985846,0.2532864870613549
55,3300.0,55.0,normal,recovered,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.36187619666575,0,0.0,34.78037077224997,0.2406935324289705
56,3360.0,56.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.36187619666575,0,0.0,34.78037077224997,0.0
57,3420.0,57.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.36187619666575,0,0.0,34.78037077224997,0.0
58,3480.0,58.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.36187619666575,0,0.0,34.78037077224997,0.0
59,3540.0,59.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.36187619666575,0,0.0,34.78037077224997,0.0
60,3600.0,60.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,7.8850994464067625
61,3660.0,61.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
62,3720.0,62.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
63,3780.0,63.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
64,3840.0,64.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
65,3900.0,65.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
66,3960.0,66.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
67,4020.0,67.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
68,4080.0,68.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
69,4140.0,69.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
70,4200.0,70.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
71,4260.0,71.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
72,4320.0,72.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
73,4380.0,73.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
74,4440.0,74.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
75,4500.0,75.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
76,4560.0,76.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
77,4620.0,77.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
78,4680.0,78.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
79,4740.0,79.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
80,4800.0,80.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
81,4860.0,81.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
82,4920.0,82.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
83,4980.0,83.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
84,5040.0,84.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
85,5100.0,85.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
86,5160.0,86.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
87,5220.0,87.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
88,5280.0,88.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
89,5340.0,89.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
90,5400.0,90.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
91,5460.0,91.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
92,5520.0,92.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
93,5580.0,93.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
94,5640.0,94.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
95,5700.0,95.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
96,5760.0,96.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
97,5820.0,97.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
98,5880.0,98.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
99,5940.0,99.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
100,6000.0,100.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
101,6060.0,101.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
102,6120.0,102.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
103,6180.0,103.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
104,6240.0,104.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
105,6300.0,105.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
106,6360.0,106.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
107,6420.0,107.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
108,6480.0,108.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
109,6540.0,109.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
110,6600.0,110.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
111,6660.0,111.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
112,6720.0,112.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
113,6780.0,113.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
114,6840.0,114.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
115,6900.0,115.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
116,6960.0,116.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
117,7020.0,117.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
118,7080.0,118.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
119,7140.0,119.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,31.959283320019455,0,0.0,37.52283759547087,0.0
120,7200.0,120.0,normal,normal,29 31 45 49,1.0,1.0,1.0,3677,130.67439,32.17014349022397,0,0.0,36.05515527688146,-3.91143744087884
