method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,167.9286942654579,163.2071305734542,145.5413822693425,3759.0160416570952,24.142320399871096,1.0
ga,1,179.05918338031944,162.09408166196806,141.72028368874464,4456.5356055532775,21.55732910009101,1.0
nn,1,207.10325274712528,159.28967472528748,145.78301676843856,2888.3030936974333,0.2502225998323411,1.0
proposed,1,158.60739592362938,164.13926040763707,149.69994270643076,3585.550561597419,1794.037584300153,1.0
pso,1,198.5215109166004,160.14784890833997,139.46002163442162,3737.9629081140047,11.36527629988268,1.0
