method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,181.59337686266196,167.02904450980986,142.80232473016466,3853.124116398888,23.355334699852392,1.0
ga,1,185.64035772786573,166.7399744480096,149.23005042622236,2987.0898810621147,18.41496980004013,1.0
nn,1,211.02472701580453,164.92680521315685,145.78301676843856,2888.3030936974333,0.3155080999713391,1.0
proposed,1,172.2395821063041,167.69717270669256,147.02392724465005,3413.288644590197,2963.34665880003,1.0
pso,1,203.45724842107268,165.46733939849483,145.9247696966841,2954.8921872102424,12.473248000023888,1.0
