method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,114.08643748972796,170.49279687585602,151.50943565712052,3466.529642176538,24.667975099990144,1.0
ga,1,115.1260798259638,170.406160014503,158.13404432607402,2971.2064601867414,21.02315520006232,1.0
nn,1,135.52024470198225,168.7066462748348,156.79361035237577,3243.9336062442267,0.3474391000345349,1.0
proposed,1,106.4814209548332,171.1265482537639,151.0689304632052,3092.360590018653,2147.67159020016,1.0
pso,1,132.32771527047015,168.97269039412748,156.99927902276107,3319.0631001482025,13.37595049990341,1.0
