method,runs,energy_mean_kwh,battery_remaining_mean_kwh,battery_remaining_min_kwh,makespan_mean_s,runtime_total_s,feasible_rate
aco,1,112.58753828151318,169.76476924713518,148.36575308156972,3011.049295810315,24.67895320011303,1.0
ga,1,116.94003208334507,169.36908799242318,157.36209991369884,3030.571235264565,20.72483139997348,1.0
nn,1,133.34599375584546,167.8776369312868,156.79361035237577,3243.9336062442267,0.2815222002100199,1.0
proposed,1,106.26237925591448,170.33978370400777,158.92818075197158,3033.202765373013,2030.208819700056,1.0
pso,1,129.24653329628632,168.25031515488303,156.99927902276107,2922.965538281017,12.588971600169316,1.0
