epoch,elapsed_s,elapsed_min,traffic_state,traffic_change,center_bins,peak_tt_multiplier,speed_multiplier,recovery_progress,disruption_region_edges,disruption_region_length_km,disruption_region_speed_kmh,affected_edges,affected_length_km,network_speed_kmh_at_start_hour,speed_change_from_previous_pct
0,0.0,0.0,normal,initial,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
1,60.0,1.0,normal,normal,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
2,120.0,2.0,normal,normal,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
3,180.0,3.0,normal,normal,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
4,240.0,4.0,normal,normal,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
5,300.0,5.0,normal,normal,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
6,360.0,6.0,normal,normal,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
7,420.0,7.0,normal,normal,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
8,480.0,8.0,normal,normal,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
9,540.0,9.0,normal,normal,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
10,600.0,10.0,degrading,degrading,2 14 53 69,1.0,1.0,0.0,1687,73.29383,25.69005221230299,0,0.0,34.78485670281197,0.0
11,660.0,11.0,degrading,degrading,2 14 53 69,1.06951871657754,0.935,0.0,1687,73.29383,24.020198818503303,1687,73.29383,34.631729320613424,-0.4402127727787031
12,720.0,12.0,degrading,degrading,2 14 53 69,1.1494252873563218,0.87,0.0,1687,73.29383,22.350345424703605,1687,73.29383,34.46243886002531,-0.48883051441311887
13,780.0,13.0,degrading,degrading,2 14 53 69,1.2422360248447206,0.8049999999999999,0.0,1687,73.29383,20.680492030903906,1687,73.29383,34.26787542813574,-0.5645666363887414
14,840.0,14.0,degrading,degrading,2 14 53 69,1.3513513513513513,0.74,0.0,1687,73.29383,19.010638637104215,1687,73.29383,34.04192309575753,-0.6593707066901766
15,900.0,15.0,degrading,degrading,2 14 53 69,1.4814814814814814,0.675,0.0,1687,73.29383,17.34078524330452,1687,73.29383,33.77631942075436,-0.7802252365591844
16,960.0,16.0,degrading,degrading,2 14 53 69,1.639344262295082,0.61,0.0,1687,73.29383,15.670931849504827,1687,73.29383,33.459623168665104,-0.9376280705548412
17,1020.0,17.0,degrading,degrading,2 14 53 69,1.8348623853211008,0.545,0.0,1687,73.29383,14.001078455705132,1687,73.29383,33.07552291825965,-1.1479515129900308
18,1080.0,18.0,degrading,degrading,2 14 53 69,2.0833333333333335,0.48,0.0,1687,73.29383,12.331225061905435,1687,73.29383,32.59993709044963,-1.437878484900601
19,1140.0,19.0,degrading,degrading,2 14 53 69,2.409638554216868,0.4149999999999999,0.0,1687,73.29383,10.661371668105739,1687,73.29383,31.995761682130254,-1.8533023749189081
20,1200.0,20.0,disrupted,holding,2 14 53 69,2.857142857142857,0.35,0.0,1687,73.29383,8.991518274306047,1687,73.29383,31.20269165852424,-2.4786721175290682
