method,policy,final_epoch,cumulative_energy_kwh,cumulative_operating_s,cumulative_planning_runtime_s,latency_adjusted_energy_kwh,latency_adjusted_time_s,min_battery_kwh,returned_to_depot,initial_planning_runtime_s,initial_compute_wait_aux_energy_kwh,total_reassigned_bins,total_next_choice_changes,replan_attempts,accepted_replans,disrupted_edges_traversed,traversed_edges,replanning_runtime_s,post_departure_latency_adjusted_time_s,post_departure_latency_adjusted_energy_kwh,disrupted_edge_share,adaptive_vs_static_live_gain_pct,adaptive_vs_static_frozen_gain_pct,adaptive_energy_gain_pct
aco,adaptive,54,152.23428131621876,3778.24093958136,722.457891199505,152.23428131621876,3778.24093958136,141.99315669928288,True,31.84011709992774,0.0,20,7,10,2,74,2042,690.6177740995772,3778.24093958136,152.23428131621876,0.03623898139079334,4.19685735544715,4.221601561675965,4.19685735544715
aco,static_frozen,47,158.94427532555702,3159.4268177487506,31.84011709992774,158.94427532555702,3159.4268177487506,141.54563660314608,True,31.84011709992774,0.0,0,0,0,0,164,1517,0.0,3159.4268177487506,158.94427532555702,0.10810810810810811,0.0,0.0,0.0
aco,static_live,47,158.90322291517694,3159.4268177487506,31.84011709992774,158.90322291517694,3159.4268177487506,141.54563660314608,True,31.84011709992774,0.0,0,0,0,0,162,1521,0.0,3159.4268177487506,158.90322291517694,0.10650887573964497,0.0,0.0,0.0
ga,adaptive,44,177.49800966225993,2851.4850600056634,3153.3375541997375,177.49800966225993,2851.4850600056634,130.81769270957753,True,25.747750799986534,0.0,30,14,8,4,155,2066,3127.589803399751,2851.4850600056634,177.49800966225993,0.07502420135527589,0.6500637606343803,0.6500637606343803,0.6500637606343803
ga,static_frozen,43,178.6594097399426,3083.078422568936,25.747750799986534,178.6594097399426,3083.078422568936,136.74647072178504,True,25.747750799986534,0.0,0,0,0,0,168,1897,0.0,3083.078422568936,178.6594097399426,0.08856088560885608,0.0,0.0,0.0
ga,static_live,43,178.6594097399426,3083.078422568936,25.747750799986534,178.6594097399426,3083.078422568936,136.74647072178504,True,25.747750799986534,0.0,0,0,0,0,168,1897,0.0,3083.078422568936,178.6594097399426,0.08856088560885608,0.0,0.0,0.0
nn,adaptive,43,216.07661106340493,3109.6679554100556,59.821101299952716,216.07661106340493,3109.6679554100556,144.66872154814394,True,10.21008449990768,0.0,35,6,8,3,229,2335,49.611016800045036,3109.6679554100556,216.07661106340493,0.0980728051391863,5.632578925970045,6.852699449337611,5.632578925970045
nn,static_frozen,40,231.9730252900693,2966.068933324857,10.21008449990768,231.9730252900693,2966.068933324857,134.9236571956268,True,10.21008449990768,0.0,0,0,0,0,271,2178,0.0,2966.068933324857,231.9730252900693,0.12442607897153352,0.0,0.0,0.0
nn,static_live,40,228.9737375506911,2948.4934754629558,10.21008449990768,228.9737375506911,2948.4934754629558,134.9236571956268,True,10.21008449990768,0.0,0,0,0,0,245,2210,0.0,2948.4934754629558,228.9737375506911,0.11085972850678733,0.0,0.0,0.0
proposed,adaptive,49,143.92979688469367,3030.624239135442,1652.1258361999644,143.92979688469367,3030.624239135442,134.3437330729469,True,1139.5955789000727,0.0,5,4,9,2,147,1517,512.5302572998917,3030.624239135442,143.92979688469367,0.09690177982860909,0.007573735368591244,0.007573735368630732,0.007573735368591244
proposed,static_frozen,49,143.9406985722913,3030.624239135442,1139.5955789000727,143.9406985722913,3030.624239135442,134.3437330729469,True,1139.5955789000727,0.0,0,0,0,0,147,1517,0.0,3030.624239135442,143.9406985722913,0.09690177982860909,0.0,0.0,0.0
proposed,static_live,49,143.94069857229124,3030.624239135442,1139.5955789000727,143.94069857229124,3030.624239135442,134.3437330729469,True,1139.5955789000727,0.0,0,0,0,0,147,1517,0.0,3030.624239135442,143.94069857229124,0.09690177982860909,0.0,0.0,0.0
pso,adaptive,47,195.69602326487896,3344.308906141169,2045.8296891998034,195.69602326487896,3344.308906141169,133.02418012754706,True,21.334564200020395,0.0,57,10,9,3,208,1901,2024.495124999783,3344.308906141169,195.69602326487896,0.10941609679116254,8.681813527785351,10.003910150661758,8.681813527785351
pso,static_frozen,43,217.44947318543745,2970.378768022388,21.334564200020395,217.44947318543745,2970.378768022388,133.50089128069962,True,21.334564200020395,0.0,0,0,0,0,255,1871,0.0,2970.378768022388,217.44947318543745,0.1362907536076964,0.0,0.0,0.0
pso,static_live,43,214.30125895505307,3011.628756739801,21.334564200020395,214.30125895505307,3011.628756739801,133.50089128069962,True,21.334564200020395,0.0,0,0,0,0,226,1900,0.0,3011.628756739801,214.30125895505307,0.11894736842105263,0.0,0.0,0.0
