epoch,elapsed_s,elapsed_min,traffic_state,traffic_change,center_bins,peak_tt_multiplier,speed_multiplier,recovery_progress,disruption_region_edges,disruption_region_length_km,disruption_region_speed_kmh,affected_edges,affected_length_km,network_speed_kmh_at_start_hour,speed_change_from_previous_pct
0,0.0,0.0,normal,initial,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
1,60.0,1.0,normal,normal,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
2,120.0,2.0,normal,normal,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
3,180.0,3.0,normal,normal,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
4,240.0,4.0,normal,normal,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
5,300.0,5.0,normal,normal,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
6,360.0,6.0,normal,normal,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
7,420.0,7.0,normal,normal,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
8,480.0,8.0,normal,normal,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
9,540.0,9.0,normal,normal,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
10,600.0,10.0,degrading,degrading,4 26 37 66,1.0,1.0,0.0,2053,77.5336,34.38859675222001,0,0.0,34.78485670281197,0.0
11,660.0,11.0,degrading,degrading,4 26 37 66,1.06951871657754,0.935,0.0,2053,77.5336,32.15333796332572,2053,77.5336,34.662799164863586,-0.3508927433313769
12,720.0,12.0,degrading,degrading,4 26 37 66,1.1494252873563218,0.87,0.0,2053,77.5336,29.918079174431405,2053,77.5336,34.52863750057551,-0.3870479808914751
13,780.0,13.0,degrading,degrading,4 26 37 66,1.2422360248447206,0.8049999999999999,0.0,2053,77.5336,27.682820385537102,2053,77.5336,34.37410779707679,-0.44754069284126397
14,840.0,14.0,degrading,degrading,4 26 37 66,1.3513513513513513,0.74,0.0,2053,77.5336,25.447561596642807,2053,77.5336,34.194190717748114,-0.5234087249356145
15,900.0,15.0,degrading,degrading,4 26 37 66,1.4814814814814814,0.675,0.0,2053,77.5336,23.212302807748507,2053,77.5336,33.98207009341471,-0.6203411160811689
16,960.0,16.0,degrading,degrading,4 26 37 66,1.639344262295082,0.61,0.0,2053,77.5336,20.977044018854205,2053,77.5336,33.72824984891458,-0.7469240214101003
17,1020.0,17.0,degrading,degrading,4 26 37 66,1.8348623853211008,0.545,0.0,2053,77.5336,18.741785229959905,2053,77.5336,33.41909336387101,-0.9166099232199465
18,1080.0,18.0,degrading,degrading,4 26 37 66,2.0833333333333335,0.48,0.0,2053,77.5336,16.506526441065603,2053,77.5336,33.03429063990616,-1.1514457312622906
19,1140.0,19.0,degrading,degrading,4 26 37 66,2.409638554216868,0.4149999999999999,0.0,2053,77.5336,14.2712676521713,2053,77.5336,32.54220704861389,-1.4896145240601122
20,1200.0,20.0,disrupted,holding,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,-2.002001041070367
21,1260.0,21.0,disrupted,disrupted,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,0.0
22,1320.0,22.0,disrupted,disrupted,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,0.0
23,1380.0,23.0,disrupted,disrupted,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,0.0
24,1440.0,24.0,disrupted,disrupted,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,0.0
25,1500.0,25.0,disrupted,disrupted,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,0.0
26,1560.0,26.0,disrupted,disrupted,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,0.0
27,1620.0,27.0,disrupted,disrupted,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,0.0
28,1680.0,28.0,disrupted,disrupted,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,0.0
29,1740.0,29.0,disrupted,disrupted,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,0.0
30,1800.0,30.0,recovering,recovering,4 26 37 66,2.857142857142857,0.35,0.0,2053,77.5336,12.036008863277003,2053,77.5336,31.890711724713366,0.0
31,1860.0,31.0,recovering,recovering,4 26 37 66,2.6595744680851063,0.376,0.04,2053,77.5336,12.930112378834723,2053,77.5336,32.17509521684179,0.8917439490948809
32,1920.0,32.0,recovering,recovering,4 26 37 66,2.4875621890547266,0.40199999999999997,0.08,2053,77.5336,13.824215894392442,2053,77.5336,32.42685537164387,0.7824690280024305
33,1980.0,33.0,recovering,recovering,4 26 37 66,2.336448598130841,0.428,0.12,2053,77.5336,14.718319409950164,2053,77.5336,32.65130129753112,0.6921606283275983
34,2040.0,34.0,recovering,recovering,4 26 37 66,2.2026431718061676,0.45399999999999996,0.16,2053,77.5336,15.61242292550788,2053,77.5336,32.852649376711604,0.6166617291780252
35,2100.0,35.0,recovering,recovering,4 26 37 66,2.0833333333333335,0.48,0.2,2053,77.5336,16.506526441065603,2053,77.5336,33.03429063990616,0.5528968489321162
