method,policy,epoch,elapsed_s,elapsed_min,replan_epoch,traffic_state,traffic_change,center_bins,affected_edges,peak_tt_multiplier,speed_multiplier,recovery_progress,network_speed_kmh,sim_hour,remaining_bins_before,served_bins_epoch,remaining_bins_after,epoch_energy_kwh,epoch_energy_per_served_bin_kwh,cumulative_energy_kwh,epoch_operating_s,cumulative_operating_s,oracle_runtime_s,solver_runtime_s,planning_runtime_s,cumulative_planning_runtime_s,compute_wait_aux_energy_kwh,cumulative_compute_wait_aux_energy_kwh,latency_adjusted_energy_kwh,latency_adjusted_time_s,planned_remaining_energy_kwh,planned_remaining_makespan_s,incumbent_plan_energy_kwh,candidate_plan_energy_kwh,candidate_energy_improvement_kwh,replan_attempted,replan_accepted,acceptance_reason,candidate_next_choice_changes,candidate_reassigned_bins,next_choice_changes,reassigned_bins,traversed_edges,disrupted_edges_traversed,disrupted_edge_share,min_battery_kwh,max_payload_kg,returned_to_depot,converged,rounds,replanned,active_planning_vehicles,vehicles_still_requiring_first_service
proposed,adaptive,27,1620.0,27.0,5,disrupted,disrupted,26 31 44 48,4546,2.857142857142857,0.35,0.0,29.657929450275514,18.45,26,1,25,7.494566357551525,7.494566357551525,120.06279304450842,60.0,1680.0,0.0,0.0,0.0,1629.6483188000275,0.0,0.0,120.06279304450842,1680.0,67.56030117414227,1210.0210886577418,,,,False,False,not_attempted,0,0,0,0,34,6,0.17647058823529413,157.6119901793674,1431.0,False,,,False,6,0
proposed,adaptive,28,1680.0,28.0,5,disrupted,disrupted,26 31 44 48,4546,2.857142857142857,0.35,0.0,29.657929450275514,18.466666666666665,25,2,23,2.171381023479614,1.085690511739807,122.23417406798804,60.0,1740.0,0.0,0.0,0.0,1629.6483188000275,0.0,0.0,122.23417406798804,1740.0,59.375890457938766,1059.6114517136834,,,,False,False,not_attempted,0,0,0,0,11,3,0.2727272727272727,156.68891513133835,1431.0,False,,,False,6,0
proposed,adaptive,29,1740.0,29.0,5,disrupted,disrupted,26 31 44 48,4546,2.857142857142857,0.35,0.0,29.657929450275514,18.483333333333334,23,2,21,4.0936559650190585,2.0468279825095292,126.32783003300709,60.0,1800.0,0.0,0.0,0.0,1629.6483188000275,0.0,0.0,126.32783003300709,1800.0,57.45582556664679,1059.6114517136834,,,,False,False,not_attempted,0,0,0,0,10,6,0.6,154.79618568279724,1431.0,False,,,False,5,0
proposed,adaptive,30,1800.0,30.0,6,recovering,recovering,26 31 44 48,4546,2.857142857142857,0.35,0.0,29.657929450275514,18.5,21,2,19,1.4606762975492358,0.7303381487746179,127.78850633055633,60.0,1860.0,7.810001261532307e-05,25.39600690000225,25.396085000014864,1655.0444038000423,0.0,0.0,127.78850633055633,1860.0,51.44437688953944,976.8370365477149,53.46444717428071,51.44437688953944,2.0200702847412657,True,True,lower_residual_energy,1,4,1,4,7,0,0.0,154.7028523494639,1669.0,False,True,19.0,True,5,0
proposed,adaptive,31,1860.0,31.0,6,recovering,recovering,26 31 44 48,4546,2.6595744680851063,0.376,0.04,30.13000790142106,18.516666666666666,19,2,17,1.7746594902243376,0.8873297451121688,129.56316582078068,60.0,1920.0,0.0,0.0,0.0,1655.0444038000423,0.0,0.0,129.56316582078068,1920.0,48.23545704022952,955.1558366752181,,,,False,False,not_attempted,0,0,0,0,7,3,0.42857142857142855,153.67948687194678,1669.0,False,,,False,5,0
proposed,adaptive,32,1920.0,32.0,6,recovering,recovering,26 31 44 48,4546,2.4875621890547266,0.40199999999999997,0.08,30.553431771897753,18.533333333333335,17,2,15,3.4551628470000764,1.7275814235000382,133.01832866778076,60.0,1980.0,0.0,0.0,0.0,1655.0444038000423,0.0,0.0,133.01832866778076,1980.0,44.77479267227626,911.6429154653318,,,,False,False,not_attempted,0,0,0,0,14,5,0.35714285714285715,152.4633810588594,1669.0,False,,,False,5,0
proposed,adaptive,33,1980.0,33.0,6,recovering,recovering,26 31 44 48,4546,2.336448598130841,0.428,0.12,30.93535428745094,18.55,15,1,14,2.964273643898462,2.964273643898462,135.98260231167922,60.0,2040.0,0.0,0.0,0.0,1655.0444038000423,0.0,0.0,135.98260231167922,2040.0,39.5889147571337,751.4223762965337,,,,False,False,not_attempted,0,0,0,0,22,4,0.18181818181818182,152.37004772552606,1820.0,False,,,False,4,0
proposed,adaptive,34,2040.0,34.0,6,recovering,recovering,26 31 44 48,4546,2.2026431718061676,0.45399999999999996,0.16,31.281591953557413,18.566666666666666,14,3,11,3.352184351202901,1.1173947837343003,139.33478666288212,60.0,2100.0,0.0,0.0,0.0,1655.0444038000423,0.0,0.0,139.33478666288212,2100.0,36.00244875540493,739.5031032006568,,,,False,False,not_attempted,0,0,0,0,16,8,0.5,150.35429451249394,1820.0,False,,,False,4,0
proposed,adaptive,35,2100.0,35.0,7,recovering,recovering,26 31 44 48,4546,2.0833333333333335,0.48,0.2,31.596922859858367,18.583333333333332,11,1,10,4.827751006029998,4.827751006029998,144.1625376689121,60.0,2160.0,10.643405199982226,22.013382600038312,32.65678780002054,1687.7011916000629,0.0,0.0,144.1625376689121,2160.0,31.712346160797203,689.0059022147489,31.712346160797203,31.712346160797203,0.0,True,False,incumbent_not_worse,0,0,0,0,17,8,0.47058823529411764,148.4631402238078,1820.0,False,True,24.0,True,4,0
proposed,adaptive,36,2160.0,36.0,7,recovering,recovering,26 31 44 48,4546,1.976284584980237,0.506,0.24,31.885308513607917,18.6,10,0,10,1.9719370849694375,1.9719370849694375,146.13447475388153,60.0,2220.0,0.0,0.0,0.0,1687.7011916000629,0.0,0.0,146.13447475388153,2220.0,26.319142802729516,591.3989468497207,,,,False,False,not_attempted,0,0,0,0,6,6,1.0,147.46202909174352,1820.0,False,,,False,3,0
proposed,adaptive,37,2220.0,37.0,7,recovering,recovering,26 31 44 48,4546,1.8796992481203008,0.532,0.28,32.150061135766876,18.616666666666667,10,2,8,1.0092838118094112,0.5046419059047056,147.14375856569094,60.0,2280.0,0.0,0.0,0.0,1687.7011916000629,0.0,0.0,147.14375856569094,2280.0,24.261839969341278,509.65685232888626,,,,False,False,not_attempted,0,0,0,0,6,0,0.0,147.36869575841018,1966.0,False,,,False,3,0
proposed,adaptive,38,2280.0,38.0,7,recovering,recovering,26 31 44 48,4546,1.7921146953405016,0.558,0.32,32.393971446583905,18.633333333333333,8,2,6,2.9944054785926886,1.4972027392963443,150.13816404428363,60.0,2340.0,0.0,0.0,0.0,1687.7011916000629,0.0,0.0,150.13816404428363,2340.0,22.858378043495154,476.3807576682355,,,,False,False,not_attempted,0,0,0,0,12,11,0.9166666666666666,147.17981961883726,1966.0,False,,,False,3,0
proposed,adaptive,39,2340.0,39.0,7,recovering,recovering,26 31 44 48,4546,1.7123287671232879,0.584,0.36,32.61940741483223,18.65,6,0,6,1.3777692540854558,1.3777692540854558,151.51593329836908,60.0,2400.0,0.0,0.0,0.0,1687.7011916000629,0.0,0.0,151.51593329836908,2400.0,19.939535415676332,449.58593771950393,,,,False,False,not_attempted,0,0,0,0,19,4,0.21052631578947367,146.03157713691522,1966.0,False,,,False,3,0
proposed,adaptive,40,2400.0,40.0,8,recovering,recovering,26 31 44 48,4546,1.639344262295082,0.61,0.4,32.828391387310525,18.666666666666668,6,1,5,1.369834547609031,1.369834547609031,152.8857678459781,60.0,2460.0,10.70443509996403,16.182535499916412,26.886970599880442,1714.5881621999433,0.0,0.0,152.8857678459781,2460.0,18.851626666142234,373.3381114872187,18.851626666142234,18.851626666142234,0.0,True,False,incumbent_not_worse,0,0,0,0,22,0,0.0,145.87343957366122,1966.0,False,True,25.0,True,3,0
proposed,adaptive,41,2460.0,41.0,8,recovering,recovering,26 31 44 48,4546,1.572327044025157,0.636,0.44,33.02266092642118,18.683333333333334,5,0,5,0.27999999999999997,0.27999999999999997,153.1657678459781,60.0,2520.0,0.0,0.0,0.0,1714.5881621999433,0.0,0.0,153.1657678459781,2520.0,17.050081055876486,241.3189771376056,,,,False,False,not_attempted,0,0,0,0,0,0,0.0,145.78010624032788,1966.0,False,,,False,2,0
proposed,adaptive,42,2520.0,42.0,8,recovering,recovering,26 31 44 48,4546,1.5105740181268883,0.6619999999999999,0.48,33.20371723415564,18.7,5,3,2,0.8270083691956481,0.2756694563985494,153.99277621517376,60.0,2580.0,0.0,0.0,0.0,1714.5881621999433,0.0,0.0,153.99277621517376,2580.0,17.050081055876486,241.3189771376056,,,,False,False,not_attempted,0,0,0,0,7,0,0.0,145.50672105611397,1966.0,False,,,False,2,0
proposed,adaptive,43,2580.0,43.0,8,recovering,recovering,26 31 44 48,4546,1.4534883720930234,0.688,0.52,33.37286402038111,18.716666666666665,2,0,2,1.5888672026778283,1.5888672026778283,155.58164341785158,60.0,2640.0,0.0,0.0,0.0,1714.5881621999433,0.0,0.0,155.58164341785158,2640.0,15.99307140370846,210.17462769438436,,,,False,False,not_attempted,0,0,0,0,6,0,0.0,145.4131259430751,1966.0,False,,,False,2,0
proposed,adaptive,44,2640.0,44.0,8,recovering,recovering,26 31 44 48,4546,1.400560224089636,0.714,0.56,33.531238945320474,18.733333333333334,2,0,2,0.18666666666666665,0.18666666666666665,155.76831008451825,60.0,2700.0,0.0,0.0,0.0,1714.5881621999433,0.0,0.0,155.76831008451825,2700.0,14.619570626076008,81.84868277849249,,,,False,False,not_attempted,0,0,0,0,0,0,0.0,145.31979260974177,1966.0,False,,,False,0,0
proposed,adaptive,45,2700.0,45.0,9,recovering,recovering,26 31 44 48,4546,1.3513513513513513,0.74,0.6,33.679839240303636,18.75,2,2,0,14.645066224583589,7.3225331122917945,170.41337630910186,95.68604294232689,2795.686042942327,0.0,0.0,0.0,1714.5881621999433,0.0,0.0,170.41337630910186,2795.686042942327,14.619570626076008,81.84868277849249,,,,False,False,not_attempted,0,0,0,0,154,0,0.0,143.35247646385042,1973.0,True,,,False,0,0
proposed,static_live,0,0.0,0.0,0,normal,initial,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.0,84,0,84,18.947812200580838,18.947812200580838,18.947812200580838,60.0,60.0,10.709383900044486,1128.8861950000282,1139.5955789000727,1139.5955789000727,0.0,0.0,18.947812200580838,60.0,124.98723160038621,2771.5048752969888,,,,False,False,initial_plan,0,0,0,0,123,0,0.0,177.2717760608753,0.0,False,,,True,10,10
proposed,static_live,1,60.0,1.0,0,normal,normal,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.016666666666666,84,0,84,3.6431287464134887,3.6431287464134887,22.590940946994326,60.0,120.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,22.590940946994326,120.0,105.50890338066785,2707.1370397431347,,,,False,False,not_attempted,0,0,0,0,83,0,0.0,176.43141531177028,0.0,False,,,False,9,10
proposed,static_live,2,120.0,2.0,0,normal,normal,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.033333333333335,84,3,81,2.150613593169741,0.716871197723247,24.741554540164067,60.0,180.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,24.741554540164067,180.0,101.10086336244001,2575.1489099165824,,,,False,False,not_attempted,0,0,0,0,49,0,0.0,176.33808197843695,215.0,False,,,False,8,7
proposed,static_live,3,180.0,3.0,0,normal,normal,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.05,81,3,78,3.271356097706687,1.0904520325688958,28.012910637870753,60.0,240.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,28.012910637870753,240.0,99.24169389457438,2575.1489099165824,,,,False,False,not_attempted,0,0,0,0,57,0,0.0,176.08417388140913,215.0,False,,,False,8,4
proposed,static_live,4,240.0,4.0,0,normal,normal,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.066666666666666,78,1,77,3.7024315460081656,3.7024315460081656,31.715342183878917,60.0,300.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,31.715342183878917,300.0,96.4371557706104,2523.292639918653,,,,False,False,not_attempted,0,0,0,0,61,0,0.0,174.23595111138894,249.0,False,,,False,7,3
proposed,static_live,5,300.0,5.0,1,normal,normal,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.083333333333332,77,2,75,2.7189758189326834,1.3594879094663417,34.4343180028116,60.0,360.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,34.4343180028116,360.0,92.79090225860935,2353.701123446594,,,,False,False,not_attempted,0,0,0,0,41,0,0.0,174.1426177780556,402.0,False,,,False,7,3
proposed,static_live,6,360.0,6.0,1,normal,normal,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.1,75,3,72,4.611279417259635,1.5370931390865452,39.04559742007124,60.0,420.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,39.04559742007124,420.0,90.05551392370413,2353.701123446594,,,,False,False,not_attempted,0,0,0,0,41,0,0.0,173.80269504982573,402.0,False,,,False,7,2
proposed,static_live,7,420.0,7.0,1,normal,normal,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.116666666666667,72,1,71,5.190400002822974,5.190400002822974,44.235997422894215,60.0,480.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,44.235997422894215,480.0,85.29960763845678,2350.428994697508,,,,False,False,not_attempted,0,0,0,0,51,0,0.0,171.7315048732715,402.0,False,,,False,7,1
proposed,static_live,8,480.0,8.0,1,normal,normal,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.133333333333333,71,2,69,2.495136967710586,1.247568483855293,46.7311343906048,60.0,540.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,46.7311343906048,540.0,79.97940923294234,2176.3863390623183,,,,False,False,not_attempted,0,0,0,0,19,0,0.0,171.63817153993816,422.0,False,,,False,7,0
proposed,static_live,9,540.0,9.0,1,normal,normal,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.15,69,4,65,2.2682353970901716,0.5670588492725429,48.999369787694974,60.0,600.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,48.999369787694974,600.0,77.62879857543831,2176.3863390623183,,,,False,False,not_attempted,0,0,0,0,19,0,0.0,171.54640459197284,574.0,False,,,False,7,0
proposed,static_live,10,600.0,10.0,2,degrading,degrading,26 31 44 48,0,1.0,1.0,0.0,34.78037077224997,18.166666666666668,65,1,64,2.264359248722955,2.264359248722955,51.26372903641793,60.0,660.0,0.0,0.0,0.0,1139.5955789000727,0.0,0.0,51.26372903641793,660.0,75.37762181306358,2157.509480549697,,,,False,False,not_attempted,0,0,0,0,29,0,0.0,171.29011539682318,574.0,False,,,False,7,0
