epoch,elapsed_s,elapsed_min,traffic_state,traffic_change,center_bins,peak_tt_multiplier,speed_multiplier,recovery_progress,disruption_region_edges,disruption_region_length_km,disruption_region_speed_kmh,affected_edges,affected_length_km,network_speed_kmh_at_start_hour,speed_change_from_previous_pct
0,0.0,0.0,normal,initial,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
1,60.0,1.0,normal,normal,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
2,120.0,2.0,normal,normal,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
3,180.0,3.0,normal,normal,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
4,240.0,4.0,normal,normal,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
5,300.0,5.0,normal,normal,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
6,360.0,6.0,normal,normal,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
7,420.0,7.0,normal,normal,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
8,480.0,8.0,normal,normal,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
9,540.0,9.0,normal,normal,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
10,600.0,10.0,degrading,degrading,26 31 44 48,1.0,1.0,0.0,4546,144.76368,33.684518730065754,0,0.0,34.78485670281197,0.0
11,660.0,11.0,degrading,degrading,26 31 44 48,1.06951871657754,0.935,0.0,4546,144.76368,31.49502501261149,4546,144.76368,34.55694772339093,-0.6551959703850696
12,720.0,12.0,degrading,degrading,26 31 44 48,1.1494252873563218,0.87,0.0,4546,144.76368,29.30553129515721,4546,144.76368,34.30365951795914,-0.7329588465370795
13,780.0,13.0,degrading,degrading,26 31 44 48,1.2422360248447206,0.8049999999999999,0.0,4546,144.76368,27.116037577702933,4546,144.76368,34.014089117506785,-0.8441385103555965
